ID	ID_old	ID_IS	tree_no	azimut_?	distance to plot centre tree [m]	distance to plot centre [m]	circumference              [m]	DBH                 [cm]	height [m]	species
38	IS14	BI	27	242	11.1	11.2	0.4	12.73	7.5	spruce
38	IS14	BI	28	251	10	10.1	0.6	19.1	22.8	birch
38	IS14	BI	29	252	12	12.1	0.43	13.69	8.1	spruce
38	IS14	BI	30	254	9.9	10	0.52	16.55	22.1	birch
38	IS14	BI	31	259	12.01	12.1	0.66	21.01	22.8	birch
38	IS14	BI	32	264	9.9	10	0.49	15.6	8.1	spruce
38	IS14	BI	33	275	6.1	6.2	0.63	20.05	16.4	birch
38	IS14	BI	34	277	4.5	4.6	0.6	19.1	20.2	birch
38	IS14	BI	35	287	7.3	7.4	0.35	11.14	4.5	spruce
38	IS14	BI	36	297	1.7	1.8	0.67	21.33	20.2	birch
38	IS14	BI	37	313	6.4	6.5	0.51	16.23	10	spruce
38	IS14	BI	38	328	6.5	6.6	0.75	23.87	20.3	birch
38	IS14	BI	39	335	11.5	11.6	0.67	21.33	12.3	birch
38	IS14	BI	40	336	7.5	7.6	0.45	14.32	19	birch
38	IS14	BI	41	346	9.5	9.6	0.76	24.19	20.5	birch
