datetime;JUNG;JUNG1;DRBS;KIEL2
2019-04-20 22:00:00;164.875;390.226;112.702;187.094
2019-04-20 23:00:00;165.232;389.523;113.474;187.846
2019-04-21 00:00:00;164.567;389.868;112.952;187.973
2019-04-21 01:00:00;165.890;389.674;113.403;188.177
2019-04-21 02:00:00;165.586;390.833;113.790;187.937
2019-04-21 03:00:00;165.484;390.657;113.218;187.499
2019-04-21 04:00:00;166.004;390.991;113.432;188.048
2019-04-21 05:00:00;165.901;392.231;113.228;187.993
2019-04-21 06:00:00;166.570;391.341;113.364;188.580
2019-04-21 07:00:00;166.838;392.429;114.446;188.774
2019-04-21 08:00:00;166.732;392.380;113.983;189.457
2019-04-21 09:00:00;166.617;393.027;113.907;189.621
2019-04-21 10:00:00;166.903;393.905;114.212;189.237
2019-04-21 11:00:00;166.640;392.653;113.811;188.672
2019-04-21 12:00:00;166.919;392.785;114.597;190.178
2019-04-21 13:00:00;166.619;391.512;113.773;189.048
2019-04-21 14:00:00;165.928;390.674;113.402;189.014
2019-04-21 15:00:00;165.661;390.409;113.309;188.368
2019-04-21 16:00:00;166.067;390.692;113.316;187.750
2019-04-21 17:00:00;165.173;390.262;113.385;188.518
2019-04-21 18:00:00;165.125;388.904;113.107;187.670
2019-04-21 19:00:00;164.310;388.981;112.938;188.447
2019-04-21 20:00:00;164.760;389.911;113.400;188.078
2019-04-21 21:00:00;164.787;390.160;113.500;188.386
2019-04-21 22:00:00;165.434;389.996;113.297;188.572
2019-04-21 23:00:00;165.305;389.544;113.075;188.413
2019-04-22 00:00:00;165.039;390.030;112.925;187.956
2019-04-22 01:00:00;165.084;389.957;113.033;187.907
2019-04-22 02:00:00;164.251;389.478;113.171;187.553
2019-04-22 03:00:00;164.745;388.474;113.302;188.108
2019-04-22 04:00:00;165.413;389.276;113.156;187.728
2019-04-22 05:00:00;164.510;388.650;113.036;187.755
2019-04-22 06:00:00;164.715;390.072;113.331;188.268
2019-04-22 07:00:00;165.195;391.159;113.325;188.059
2019-04-22 08:00:00;165.583;391.812;113.208;188.190
2019-04-22 09:00:00;165.820;391.484;113.204;189.138
2019-04-22 10:00:00;166.077;392.683;113.267;188.960
2019-04-22 11:00:00;166.222;390.473;113.687;188.570
2019-04-22 12:00:00;165.005;391.846;113.886;188.850
2019-04-22 13:00:00;165.768;391.756;113.478;188.680
2019-04-22 14:00:00;165.768;390.461;113.013;188.227
2019-04-22 15:00:00;165.490;389.186;113.544;187.891
2019-04-22 16:00:00;165.066;390.070;113.299;188.450
2019-04-22 17:00:00;165.388;390.226;113.528;188.092
2019-04-22 18:00:00;165.192;390.429;113.260;187.707
2019-04-22 19:00:00;165.088;388.961;113.014;188.242
2019-04-22 20:00:00;164.682;388.826;112.957;188.166
2019-04-22 21:00:00;164.771;390.086;113.051;188.139
2019-04-22 22:00:00;165.055;388.831;113.033;188.392
2019-04-22 23:00:00;165.153;390.381;113.631;187.716
2019-04-23 00:00:00;164.424;387.947;113.006;188.302
2019-04-23 01:00:00;164.474;389.207;113.506;188.194
2019-04-23 02:00:00;164.826;390.440;113.319;188.068
2019-04-23 03:00:00;164.673;390.011;113.355;188.567
2019-04-23 04:00:00;164.738;389.660;112.911;188.560
2019-04-23 05:00:00;164.220;388.243;113.049;188.619
2019-04-23 06:00:00;163.270;388.242;113.281;188.654
2019-04-23 07:00:00;163.806;389.518;113.426;188.726
2019-04-23 08:00:00;164.533;387.970;113.188;188.500
2019-04-23 09:00:00;165.028;388.176;113.521;188.527
2019-04-23 10:00:00;165.434;389.857;113.193;188.771
2019-04-23 11:00:00;165.039;389.426;113.708;189.367
2019-04-23 12:00:00;165.028;390.447;113.881;189.218
2019-04-23 13:00:00;165.342;391.563;113.473;189.097
2019-04-23 14:00:00;164.932;389.979;113.565;189.313
2019-04-23 15:00:00;165.074;390.791;113.672;189.071
2019-04-23 16:00:00;164.541;389.403;113.290;188.869
2019-04-23 17:00:00;164.733;388.915;113.388;188.839
2019-04-23 18:00:00;163.812;388.536;112.838;188.864
2019-04-23 19:00:00;164.207;388.596;113.124;189.010
2019-04-23 20:00:00;165.608;391.252;113.775;188.629
2019-04-23 21:00:00;164.243;388.928;113.286;189.125
2019-04-23 22:00:00;164.448;390.356;113.502;189.119
2019-04-23 23:00:00;165.042;389.395;114.123;188.932
2019-04-24 00:00:00;165.120;389.738;113.456;189.465
2019-04-24 01:00:00;164.637;390.014;113.512;189.056
2019-04-24 02:00:00;165.626;389.991;113.797;189.650
2019-04-24 03:00:00;165.172;390.064;113.247;189.153
2019-04-24 04:00:00;165.164;390.178;113.846;189.545
2019-04-24 05:00:00;165.289;389.133;113.261;189.815
2019-04-24 06:00:00;164.837;390.085;113.037;188.888
2019-04-24 07:00:00;165.040;390.388;114.164;188.803
2019-04-24 08:00:00;164.567;389.222;113.505;189.493
2019-04-24 09:00:00;164.369;388.240;113.448;189.141
2019-04-24 10:00:00;163.795;388.322;113.343;189.294
2019-04-24 11:00:00;164.819;388.490;114.117;188.817
2019-04-24 12:00:00;164.400;388.624;113.896;189.369
2019-04-24 13:00:00;165.361;390.956;114.200;189.147
2019-04-24 14:00:00;165.804;389.953;113.757;189.379
2019-04-24 15:00:00;165.948;390.303;114.560;188.621
2019-04-24 16:00:00;165.577;390.838;113.789;189.244
2019-04-24 17:00:00;166.078;388.854;113.205;189.088
2019-04-24 18:00:00;165.559;389.077;113.218;188.679
2019-04-24 19:00:00;165.554;388.747;113.598;188.925
2019-04-24 20:00:00;165.759;390.818;114.407;189.132
2019-04-24 21:00:00;165.524;389.897;114.293;188.785
2019-04-24 22:00:00;164.849;390.222;114.500;189.100
2019-04-24 23:00:00;163.525;385.931;114.124;189.304
2019-04-25 00:00:00;163.936;384.188;114.239;188.990
2019-04-25 01:00:00;164.277;385.652;113.777;188.992
2019-04-25 02:00:00;164.410;387.709;113.707;188.627
2019-04-25 03:00:00;164.330;388.052;113.268;189.369
2019-04-25 04:00:00;164.778;387.500;113.351;189.663
2019-04-25 05:00:00;164.855;388.618;113.375;189.336
2019-04-25 06:00:00;165.183;388.419;113.689;188.947
2019-04-25 07:00:00;165.322;387.012;113.601;188.758
2019-04-25 08:00:00;164.688;386.832;113.548;188.855
2019-04-25 09:00:00;164.808;387.346;113.292;189.582
2019-04-25 10:00:00;165.655;388.667;113.133;188.645
2019-04-25 11:00:00;165.619;388.139;113.702;189.589
2019-04-25 12:00:00;164.623;388.387;113.169;189.440
2019-04-25 13:00:00;164.737;386.893;113.324;188.681
2019-04-25 14:00:00;164.574;387.631;113.414;188.823
2019-04-25 15:00:00;163.571;385.268;113.349;188.575
2019-04-25 16:00:00;163.421;384.327;113.039;188.906
2019-04-25 17:00:00;164.035;384.997;112.984;188.541
2019-04-25 18:00:00;163.536;384.740;112.987;188.254
2019-04-25 19:00:00;162.968;384.086;113.422;189.090
2019-04-25 20:00:00;163.961;385.441;113.225;188.955
2019-04-25 21:00:00;163.723;385.395;113.158;189.194
2019-04-25 22:00:00;164.983;386.562;113.434;188.918
2019-04-25 23:00:00;165.425;387.000;113.155;188.784
2019-04-26 00:00:00;165.508;387.080;113.626;189.756
2019-04-26 01:00:00;165.378;387.457;113.526;188.874
2019-04-26 02:00:00;165.511;385.442;113.030;188.724
2019-04-26 03:00:00;165.280;386.597;113.328;188.697
2019-04-26 04:00:00;166.001;386.446;113.689;189.429
2019-04-26 05:00:00;166.650;387.746;112.984;188.473
2019-04-26 06:00:00;165.648;385.507;113.243;189.043
2019-04-26 07:00:00;166.038;384.617;113.282;189.452
2019-04-26 08:00:00;166.395;384.255;113.143;188.592
2019-04-26 09:00:00;165.839;382.076;113.150;188.946
2019-04-26 10:00:00;165.738;382.662;115.861;188.775
2019-04-26 11:00:00;165.632;382.454;113.329;188.427
2019-04-26 12:00:00;166.227;382.469;113.107;188.932
2019-04-26 13:00:00;165.519;383.364;113.304;187.927
2019-04-26 14:00:00;165.512;384.641;113.524;188.711
2019-04-26 15:00:00;164.824;383.426;113.039;189.406
2019-04-26 16:00:00;164.758;383.151;113.449;188.826
2019-04-26 17:00:00;164.132;382.616;113.224;188.673
2019-04-26 18:00:00;163.892;382.280;112.910;187.728
2019-04-26 19:00:00;163.176;380.027;113.389;189.171
2019-04-26 20:00:00;164.426;379.906;113.125;187.801
2019-04-26 21:00:00;164.080;380.980;113.167;188.779
2019-04-26 22:00:00;164.261;380.654;113.105;188.916
2019-04-26 23:00:00;163.631;379.478;112.733;188.499
2019-04-27 00:00:00;163.914;379.645;113.268;188.455
2019-04-27 01:00:00;163.233;378.003;113.102;188.213
2019-04-27 02:00:00;163.421;378.323;112.601;188.424
2019-04-27 03:00:00;163.684;378.569;113.324;188.508
2019-04-27 04:00:00;163.615;377.634;113.322;188.025
2019-04-27 05:00:00;164.490;377.238;113.059;188.253
2019-04-27 06:00:00;164.377;379.239;112.852;189.176
2019-04-27 07:00:00;164.714;378.194;112.920;188.922
2019-04-27 08:00:00;165.048;380.380;113.267;189.310
2019-04-27 09:00:00;165.180;380.640;113.550;190.086
2019-04-27 10:00:00;165.177;381.149;113.262;189.768
2019-04-27 11:00:00;165.074;381.567;113.852;189.300
2019-04-27 12:00:00;165.029;381.366;113.353;189.502
2019-04-27 13:00:00;165.384;381.106;113.642;189.856
2019-04-27 14:00:00;165.023;381.229;113.055;188.560
2019-04-27 15:00:00;164.482;381.634;113.521;189.420
2019-04-27 16:00:00;164.750;381.244;113.411;188.934
2019-04-27 17:00:00;164.808;381.187;113.160;188.986
2019-04-27 18:00:00;163.925;380.844;112.875;189.080
2019-04-27 19:00:00;164.845;381.679;112.969;189.117
2019-04-27 20:00:00;164.242;379.617;112.666;189.240
2019-04-27 21:00:00;164.544;381.137;112.953;189.607
2019-04-27 22:00:00;164.779;380.949;113.470;188.930
2019-04-27 23:00:00;164.445;381.039;112.911;188.491
2019-04-28 00:00:00;164.459;379.787;113.079;188.740
2019-04-28 01:00:00;164.369;379.717;112.423;188.637
2019-04-28 02:00:00;165.037;379.588;112.895;188.883
2019-04-28 03:00:00;163.504;380.575;113.565;188.928
2019-04-28 04:00:00;164.602;379.514;113.072;188.930
2019-04-28 05:00:00;164.131;377.486;112.936;189.422
2019-04-28 06:00:00;164.831;380.621;112.904;188.681
2019-04-28 07:00:00;164.862;380.822;112.966;189.705
2019-04-28 08:00:00;164.711;380.645;112.692;189.284
2019-04-28 09:00:00;164.836;380.303;113.129;189.635
2019-04-28 10:00:00;164.909;379.959;113.319;189.024
2019-04-28 11:00:00;164.620;379.443;112.815;188.831
2019-04-28 12:00:00;164.886;377.611;113.336;188.987
2019-04-28 13:00:00;164.525;379.371;113.333;188.489
2019-04-28 14:00:00;165.334;378.777;113.194;188.824
2019-04-28 15:00:00;165.553;377.246;113.341;188.551
2019-04-28 16:00:00;164.723;378.289;112.983;189.466
2019-04-28 17:00:00;165.697;377.794;113.001;188.466
2019-04-28 18:00:00;165.755;376.618;112.747;189.006
2019-04-28 19:00:00;165.009;376.910;112.302;188.859
2019-04-28 20:00:00;165.047;377.495;112.973;188.649
2019-04-28 21:00:00;165.417;376.800;112.971;188.821
2019-04-28 22:00:00;165.185;376.464;112.855;189.143
2019-04-28 23:00:00;164.388;376.392;113.518;188.395
2019-04-29 00:00:00;164.832;376.783;112.687;189.075
2019-04-29 01:00:00;164.254;376.905;113.040;187.500
2019-04-29 02:00:00;164.787;377.164;112.868;188.072
2019-04-29 03:00:00;164.953;376.917;112.700;187.221
2019-04-29 04:00:00;166.121;378.016;113.172;188.288
2019-04-29 05:00:00;166.779;377.504;112.867;187.255
2019-04-29 06:00:00;166.888;380.645;112.637;188.101
2019-04-29 07:00:00;167.052;379.996;113.213;188.756
2019-04-29 08:00:00;166.937;380.288;113.411;189.051
2019-04-29 09:00:00;166.484;380.903;113.177;188.979
2019-04-29 10:00:00;166.757;381.406;113.401;188.857
2019-04-29 11:00:00;167.026;381.073;112.609;188.858
2019-04-29 12:00:00;166.960;380.439;113.440;188.787
2019-04-29 13:00:00;166.954;380.496;113.736;188.635
2019-04-29 14:00:00;167.759;380.630;113.232;189.776
2019-04-29 15:00:00;167.456;381.514;113.273;189.034
2019-04-29 16:00:00;167.283;380.647;112.827;188.853
2019-04-29 17:00:00;166.830;379.846;113.049;189.239
2019-04-29 18:00:00;166.451;379.547;112.899;188.855
2019-04-29 19:00:00;166.520;378.301;112.812;188.093
2019-04-29 20:00:00;166.068;378.424;112.800;186.815
2019-04-29 21:00:00;165.780;378.820;112.735;187.950
2019-04-29 22:00:00;166.252;379.253;112.391;187.453
2019-04-29 23:00:00;166.308;380.006;113.104;188.540
2019-04-30 00:00:00;166.432;381.022;113.100;188.424
2019-04-30 01:00:00;166.894;382.248;112.929;188.532
2019-04-30 02:00:00;166.873;381.364;113.306;188.744
2019-04-30 03:00:00;166.945;381.274;112.833;188.814
2019-04-30 04:00:00;168.066;381.694;112.802;188.083
2019-04-30 05:00:00;167.034;381.484;113.385;189.551
2019-04-30 06:00:00;167.010;381.113;113.269;188.618
2019-04-30 07:00:00;166.795;381.273;113.238;188.288
2019-04-30 08:00:00;167.527;382.650;113.535;189.323
2019-04-30 09:00:00;167.004;382.200;113.692;189.778
2019-04-30 10:00:00;167.067;381.183;113.820;189.252
2019-04-30 11:00:00;167.023;380.679;113.083;188.812
2019-04-30 12:00:00;166.475;381.699;113.021;189.331
2019-04-30 13:00:00;166.642;380.965;112.917;188.664
2019-04-30 14:00:00;166.559;379.955;113.307;189.403
2019-04-30 15:00:00;167.097;381.603;113.715;189.152
2019-04-30 16:00:00;166.354;379.803;112.737;188.707
2019-04-30 17:00:00;165.949;379.142;113.208;188.944
2019-04-30 18:00:00;166.290;378.794;113.004;188.520
2019-04-30 19:00:00;165.813;379.449;112.901;188.298
2019-04-30 20:00:00;165.402;378.387;112.749;188.268
2019-04-30 21:00:00;166.385;379.096;112.792;188.603
2019-04-30 22:00:00;164.398;379.417;112.978;188.756
2019-04-30 23:00:00;165.193;379.305;113.169;188.835
2019-05-01 00:00:00;164.834;379.435;113.392;188.889
2019-05-01 01:00:00;165.387;379.371;112.949;189.129
2019-05-01 02:00:00;164.970;380.864;112.435;189.197
2019-05-01 03:00:00;165.644;379.119;113.020;188.038
2019-05-01 04:00:00;165.761;380.341;113.042;189.171
2019-05-01 05:00:00;165.090;379.804;113.107;188.904
2019-05-01 06:00:00;166.006;381.916;113.188;188.961
2019-05-01 07:00:00;166.250;381.845;113.752;189.397
2019-05-01 08:00:00;166.530;381.336;113.078;189.267
2019-05-01 09:00:00;166.615;380.766;113.429;189.374
2019-05-01 10:00:00;166.916;381.013;113.481;189.408
2019-05-01 11:00:00;166.287;380.398;113.608;189.274
2019-05-01 12:00:00;166.479;379.554;112.814;189.313
2019-05-01 13:00:00;166.474;380.293;113.590;188.590
2019-05-01 14:00:00;165.968;379.532;113.273;189.171
2019-05-01 15:00:00;165.757;379.977;113.016;188.088
2019-05-01 16:00:00;165.561;378.931;112.459;187.261
2019-05-01 17:00:00;165.468;379.846;113.166;187.963
2019-05-01 18:00:00;165.664;379.990;112.280;188.216
2019-05-01 19:00:00;165.931;380.357;112.708;188.295
2019-05-01 20:00:00;166.424;381.888;112.961;188.125
2019-05-01 21:00:00;167.128;382.563;113.003;188.738
2019-05-01 22:00:00;165.707;380.460;113.125;188.735
2019-05-01 23:00:00;166.580;380.416;112.279;189.514
2019-05-02 00:00:00;166.314;381.753;113.395;189.218
2019-05-02 01:00:00;166.802;380.617;113.477;189.389
2019-05-02 02:00:00;166.116;380.783;113.240;189.105
2019-05-02 03:00:00;166.378;380.125;113.460;189.025
2019-05-02 04:00:00;166.160;380.853;113.343;189.670
2019-05-02 05:00:00;165.449;379.740;112.942;188.631
2019-05-02 06:00:00;166.711;380.482;112.834;188.025
2019-05-02 07:00:00;165.968;381.608;112.772;188.523
2019-05-02 08:00:00;167.041;382.081;114.010;189.635
2019-05-02 09:00:00;166.106;382.066;113.579;189.268
2019-05-02 10:00:00;166.048;381.069;113.133;189.741
2019-05-02 11:00:00;166.590;380.453;112.695;189.226
2019-05-02 12:00:00;166.458;381.014;112.405;188.837
2019-05-02 13:00:00;166.415;380.380;112.696;188.993
2019-05-02 14:00:00;166.476;381.136;113.653;188.708
2019-05-02 15:00:00;165.468;380.767;112.748;188.810
2019-05-02 16:00:00;165.035;378.067;112.539;188.823
2019-05-02 17:00:00;165.475;378.752;112.844;188.279
2019-05-02 18:00:00;164.006;377.243;112.701;188.670
2019-05-02 19:00:00;164.150;377.822;112.706;188.299
2019-05-02 20:00:00;165.189;378.923;111.962;187.790
2019-05-02 21:00:00;164.522;378.191;112.711;188.314
2019-05-02 22:00:00;164.344;378.420;112.779;189.203
2019-05-02 23:00:00;165.160;378.433;112.368;188.364
2019-05-03 00:00:00;164.689;377.860;112.303;188.458
2019-05-03 01:00:00;164.780;378.970;112.554;188.485
2019-05-03 02:00:00;164.561;378.576;112.458;188.355
2019-05-03 03:00:00;165.886;377.513;113.285;188.533
2019-05-03 04:00:00;165.342;378.348;112.273;189.131
2019-05-03 05:00:00;166.357;377.822;112.921;188.959
2019-05-03 06:00:00;165.647;377.208;112.615;188.288
2019-05-03 07:00:00;166.494;379.241;113.182;188.673
2019-05-03 08:00:00;165.822;378.203;113.284;188.710
2019-05-03 09:00:00;165.860;379.150;112.690;189.018
2019-05-03 10:00:00;166.103;378.126;112.883;188.570
2019-05-03 11:00:00;165.663;377.960;112.618;188.734
2019-05-03 12:00:00;166.000;377.461;112.477;188.886
2019-05-03 13:00:00;164.943;377.087;112.167;188.821
2019-05-03 14:00:00;165.548;377.704;112.632;187.351
2019-05-03 15:00:00;165.353;377.347;112.667;187.995
2019-05-03 16:00:00;165.450;376.167;112.784;188.252
2019-05-03 17:00:00;165.400;375.433;112.417;187.992
2019-05-03 18:00:00;164.496;374.962;111.990;187.972
2019-05-03 19:00:00;164.669;375.320;111.884;187.945
2019-05-03 20:00:00;164.791;375.507;112.061;188.302
2019-05-03 21:00:00;165.463;375.391;111.784;187.197
2019-05-03 22:00:00;165.053;375.329;112.078;187.699
2019-05-03 23:00:00;164.878;375.810;112.126;188.491
2019-05-04 00:00:00;164.852;376.330;112.173;188.122
2019-05-04 01:00:00;164.772;375.887;112.233;188.204
2019-05-04 02:00:00;164.514;375.276;112.014;188.232
2019-05-04 03:00:00;164.867;375.124;111.821;188.307
2019-05-04 04:00:00;164.654;376.286;111.547;188.041
2019-05-04 05:00:00;165.574;375.838;112.229;189.610
2019-05-04 06:00:00;166.880;376.549;112.016;188.703
2019-05-04 07:00:00;167.132;379.768;113.388;189.489
2019-05-04 08:00:00;167.122;380.054;113.294;189.787
2019-05-04 09:00:00;167.025;378.584;113.395;189.833
2019-05-04 10:00:00;166.505;377.392;113.032;189.735
2019-05-04 11:00:00;165.508;376.896;112.658;189.378
2019-05-04 12:00:00;166.205;377.014;113.139;188.391
2019-05-04 13:00:00;165.760;377.152;112.735;189.524
2019-05-04 14:00:00;165.431;377.325;113.359;188.622
2019-05-04 15:00:00;165.469;375.916;112.860;189.257
2019-05-04 16:00:00;165.341;375.899;112.397;188.685
2019-05-04 17:00:00;164.939;375.677;112.468;188.414
2019-05-04 18:00:00;165.550;375.620;112.886;188.439
2019-05-04 19:00:00;164.880;375.512;112.708;188.023
2019-05-04 20:00:00;165.208;375.650;112.801;187.860
2019-05-04 21:00:00;165.582;374.389;112.475;188.155
2019-05-04 22:00:00;164.981;374.512;112.967;189.124
2019-05-04 23:00:00;164.851;375.467;112.616;188.152
2019-05-05 00:00:00;165.242;375.520;113.706;188.381
2019-05-05 01:00:00;164.903;375.415;113.184;188.457
2019-05-05 02:00:00;166.161;377.174;113.500;189.398
2019-05-05 03:00:00;166.008;376.967;112.873;189.250
2019-05-05 04:00:00;166.473;377.130;112.927;188.687
2019-05-05 05:00:00;166.587;378.020;112.891;188.849
2019-05-05 06:00:00;166.300;377.851;112.690;188.619
2019-05-05 07:00:00;166.689;377.628;113.225;189.111
2019-05-05 08:00:00;166.537;377.403;113.102;188.439
2019-05-05 09:00:00;166.487;378.603;112.812;188.213
2019-05-05 10:00:00;166.423;378.547;112.565;188.151
2019-05-05 11:00:00;166.710;376.388;112.726;188.034
2019-05-05 12:00:00;165.999;376.471;112.503;188.376
2019-05-05 13:00:00;165.919;376.399;112.724;188.096
2019-05-05 14:00:00;166.029;375.384;112.640;188.424
2019-05-05 15:00:00;165.779;374.847;112.492;187.853
2019-05-05 16:00:00;165.199;374.436;112.609;187.883
2019-05-05 17:00:00;165.372;375.769;112.600;187.062
2019-05-05 18:00:00;165.359;375.430;112.877;187.668
2019-05-05 19:00:00;165.405;375.924;112.258;188.061
2019-05-05 20:00:00;165.499;375.385;112.572;187.490
2019-05-05 21:00:00;165.841;375.579;112.515;188.358
2019-05-05 22:00:00;165.995;376.591;112.712;188.053
2019-05-05 23:00:00;166.859;377.686;112.907;187.946
2019-05-06 00:00:00;166.778;378.162;112.834;188.110
2019-05-06 01:00:00;166.904;378.568;113.060;188.684
2019-05-06 02:00:00;166.842;377.266;113.267;188.129
2019-05-06 03:00:00;165.776;376.250;113.173;188.850
2019-05-06 04:00:00;165.750;376.046;112.644;188.062
2019-05-06 05:00:00;166.022;376.124;112.417;187.533
2019-05-06 06:00:00;165.734;376.253;112.614;187.181
2019-05-06 07:00:00;165.407;376.465;111.785;186.423
2019-05-06 08:00:00;165.443;375.571;112.412;187.023
2019-05-06 09:00:00;164.832;374.590;112.635;187.458
2019-05-06 10:00:00;165.648;375.197;112.332;187.782
2019-05-06 11:00:00;165.516;374.828;111.771;187.249
2019-05-06 12:00:00;165.498;375.504;112.768;187.829
2019-05-06 13:00:00;165.549;376.304;112.742;187.988
2019-05-06 14:00:00;166.163;376.069;113.039;187.791
2019-05-06 15:00:00;165.361;375.098;112.223;187.785
2019-05-06 16:00:00;165.512;375.831;112.812;188.424
2019-05-06 17:00:00;165.686;375.710;112.912;188.275
2019-05-06 18:00:00;165.930;375.455;112.450;188.635
2019-05-06 19:00:00;165.232;376.160;112.321;188.545
2019-05-06 20:00:00;165.629;376.593;112.910;188.678
2019-05-06 21:00:00;165.782;377.400;112.426;188.502
2019-05-06 22:00:00;166.069;376.237;112.884;188.202
2019-05-06 23:00:00;165.757;374.941;112.696;188.488
2019-05-07 00:00:00;164.930;374.417;111.975;188.069
2019-05-07 01:00:00;164.794;373.453;112.217;187.266
2019-05-07 02:00:00;165.049;372.532;112.136;186.791
2019-05-07 03:00:00;164.535;373.335;111.966;186.463
2019-05-07 04:00:00;164.184;374.199;111.716;186.754
2019-05-07 05:00:00;164.465;373.634;111.808;186.118
2019-05-07 06:00:00;164.287;372.681;111.581;186.559
2019-05-07 07:00:00;164.672;372.893;111.677;186.244
2019-05-07 08:00:00;163.684;371.601;111.318;186.034
2019-05-07 09:00:00;164.141;371.379;112.334;186.420
2019-05-07 10:00:00;163.797;372.704;111.840;186.260
2019-05-07 11:00:00;164.544;373.133;111.548;186.158
2019-05-07 12:00:00;164.576;375.159;111.865;186.796
2019-05-07 13:00:00;165.617;375.012;111.841;186.894
2019-05-07 14:00:00;166.073;377.889;111.830;187.637
2019-05-07 15:00:00;165.175;376.670;112.496;187.309
2019-05-07 16:00:00;165.815;376.122;112.712;187.616
2019-05-07 17:00:00;165.756;375.723;112.743;187.833
2019-05-07 18:00:00;165.230;376.570;112.456;187.662
2019-05-07 19:00:00;164.808;375.595;112.478;188.002
2019-05-07 20:00:00;165.065;374.471;112.218;187.750
2019-05-07 21:00:00;164.006;374.788;112.480;187.441
2019-05-07 22:00:00;164.078;373.693;112.327;187.081
2019-05-07 23:00:00;164.375;373.578;111.914;187.050
2019-05-08 00:00:00;164.463;373.532;111.786;187.022
2019-05-08 01:00:00;164.076;373.505;112.373;187.166
2019-05-08 02:00:00;164.365;371.957;111.990;186.561
2019-05-08 03:00:00;164.649;372.895;112.591;187.493
2019-05-08 04:00:00;164.034;372.336;111.902;187.115
2019-05-08 05:00:00;163.194;369.929;111.617;186.771
2019-05-08 06:00:00;163.118;369.634;110.904;185.692
2019-05-08 07:00:00;163.818;371.323;111.026;186.309
2019-05-08 08:00:00;163.506;371.696;111.714;186.421
2019-05-08 09:00:00;163.408;370.894;111.494;186.377
2019-05-08 10:00:00;162.891;370.702;111.280;186.412
2019-05-08 11:00:00;162.982;370.445;111.341;186.257
2019-05-08 12:00:00;163.662;370.845;111.136;186.062
2019-05-08 13:00:00;163.773;371.624;111.836;187.320
2019-05-08 14:00:00;164.133;373.160;112.044;187.258
2019-05-08 15:00:00;164.335;372.996;112.802;187.780
2019-05-08 16:00:00;163.303;373.002;112.273;188.037
2019-05-08 17:00:00;163.455;372.673;112.014;187.719
2019-05-08 18:00:00;164.500;373.131;112.334;188.472
2019-05-08 19:00:00;164.072;371.825;111.849;187.296
2019-05-08 20:00:00;164.471;372.226;112.284;187.386
2019-05-08 21:00:00;163.884;370.577;111.850;186.746
2019-05-08 22:00:00;164.126;370.632;111.899;186.944
2019-05-08 23:00:00;164.192;371.115;111.776;187.193
2019-05-09 00:00:00;164.668;371.455;111.618;187.498
2019-05-09 01:00:00;164.784;372.312;111.986;187.383
2019-05-09 02:00:00;165.391;372.572;112.343;188.185
2019-05-09 03:00:00;164.653;372.489;112.067;187.625
2019-05-09 04:00:00;164.885;372.910;111.747;187.566
2019-05-09 05:00:00;164.556;373.762;111.895;187.726
2019-05-09 06:00:00;163.726;371.671;111.887;187.613
2019-05-09 07:00:00;164.710;371.144;111.778;186.857
2019-05-09 08:00:00;163.791;370.859;111.651;187.522
2019-05-09 09:00:00;163.851;371.178;111.686;187.478
2019-05-09 10:00:00;163.596;370.607;111.471;187.768
2019-05-09 11:00:00;163.576;370.622;111.710;186.683
2019-05-09 12:00:00;163.360;369.510;111.652;186.587
2019-05-09 13:00:00;163.399;371.017;110.844;186.652
2019-05-09 14:00:00;163.433;370.345;112.015;187.310
2019-05-09 15:00:00;163.877;369.767;111.164;186.102
2019-05-09 16:00:00;164.339;371.804;111.266;186.691
2019-05-09 17:00:00;164.128;373.102;111.341;187.580
2019-05-09 18:00:00;164.606;374.028;111.971;183.899
2019-05-09 19:00:00;164.940;374.130;111.815;178.951
2019-05-09 20:00:00;164.976;376.020;112.086;179.970
2019-05-09 21:00:00;165.489;375.001;112.112;177.677
2019-05-09 22:00:00;165.063;373.998;112.262;177.665
2019-05-09 23:00:00;165.013;375.933;111.980;186.951
2019-05-10 00:00:00;165.178;374.165;112.144;187.230
2019-05-10 01:00:00;164.836;374.599;112.240;187.188
2019-05-10 02:00:00;164.248;372.754;111.387;186.827
2019-05-10 03:00:00;163.425;371.248;111.810;187.541
2019-05-10 04:00:00;163.354;372.015;111.172;186.670
2019-05-10 05:00:00;164.169;372.912;111.295;185.894
2019-05-10 06:00:00;164.270;374.330;111.524;186.338
2019-05-10 07:00:00;164.798;373.291;111.895;187.373
2019-05-10 08:00:00;164.969;374.659;111.524;187.677
2019-05-10 09:00:00;164.627;373.877;111.678;187.279
2019-05-10 10:00:00;163.956;373.325;111.771;187.143
2019-05-10 11:00:00;163.685;372.474;111.980;186.991
2019-05-10 12:00:00;163.742;372.865;112.851;186.617
2019-05-10 13:00:00;164.051;372.950;112.035;186.286
2019-05-10 14:00:00;164.082;372.550;111.698;185.729
2019-05-10 15:00:00;163.884;373.387;111.525;185.926
2019-05-10 16:00:00;163.627;372.191;111.519;185.962
2019-05-10 17:00:00;164.205;371.890;111.418;186.072
2019-05-10 18:00:00;164.095;373.036;111.724;186.850
2019-05-10 19:00:00;164.314;373.508;111.474;187.315
2019-05-10 20:00:00;163.965;373.090;111.473;186.376
2019-05-10 21:00:00;163.103;372.355;110.956;186.533
2019-05-10 22:00:00;163.290;371.777;110.497;185.670
