rec_id	datetime	press1	temp1	relhum1	volt	counts1	nsecs1	counts2	nsecs2	temp_ext	relhum_ext	moder_cph_filt
123	2019-05-16T06:24:00Z	943.9	6.2	65.4	12.7	675	1200	382	1200	nan	nan	2025.0
124	2019-05-16T06:44:00Z	943.8	6.5	65.5	12.8	689	1200	423	1200	nan	nan	2067.0
125	2019-05-16T07:04:00Z	943.8	6.7	65.4	12.8	648	1200	448	1200	nan	nan	1944.0
126	2019-05-16T07:24:00Z	943.7	7.0	65.6	12.8	665	1200	401	1200	nan	nan	1995.0
127	2019-05-16T07:44:00Z	943.5	7.4	66.4	12.9	640	1200	404	1200	nan	nan	1920.0
128	2019-05-16T08:04:00Z	943.4	7.8	67.0	13.0	640	1200	397	1200	nan	nan	1920.0
129	2019-05-16T08:24:00Z	943.4	8.4	67.4	13.1	702	1200	383	1200	nan	nan	2106.0
130	2019-05-16T08:44:00Z	943.3	8.9	67.5	13.2	686	1200	429	1200	nan	nan	2058.0
131	2019-05-16T09:04:00Z	943.1	9.3	67.5	13.3	617	1200	429	1200	nan	nan	1851.0
132	2019-05-16T09:24:00Z	943.0	9.8	68.0	13.4	703	1200	406	1200	nan	nan	2109.0
133	2019-05-16T09:44:00Z	942.9	10.7	69.2	13.6	660	1200	393	1200	nan	nan	1980.0
134	2019-05-16T10:04:00Z	942.8	11.6	70.2	13.9	666	1200	431	1200	nan	nan	1998.0
135	2019-05-16T10:24:00Z	942.7	12.3	68.7	13.5	683	1200	393	1200	nan	nan	2049.0
136	2019-05-16T10:44:00Z	942.6	12.4	67.5	13.5	641	1200	384	1200	nan	nan	1923.0
137	2019-05-16T11:04:00Z	942.5	12.6	67.7	13.7	703	1200	388	1200	nan	nan	2109.0
138	2019-05-16T11:24:00Z	942.3	13.3	69.8	14.2	670	1200	375	1200	nan	nan	2010.0
139	2019-05-16T11:44:00Z	942.2	14.2	68.4	13.8	655	1200	370	1200	nan	nan	1965.0
140	2019-05-16T12:04:00Z	942.1	14.3	67.8	13.9	682	1200	396	1200	nan	nan	2046.0
141	2019-05-16T12:24:00Z	941.9	14.6	68.1	14.4	654	1200	450	1200	nan	nan	1962.0
142	2019-05-16T12:44:00Z	941.9	15.6	68.7	14.0	633	1200	390	1200	nan	nan	1899.0
143	2019-05-16T13:04:00Z	941.7	15.6	65.7	14.1	622	1200	358	1200	nan	nan	1866.0
144	2019-05-16T13:24:00Z	941.4	15.9	66.9	14.1	669	1200	407	1200	nan	nan	2007.0
145	2019-05-16T13:44:00Z	941.3	16.0	65.7	13.8	654	1200	382	1200	nan	nan	1962.0
146	2019-05-16T14:04:00Z	941.2	15.9	64.3	13.7	691	1200	434	1200	nan	nan	2073.0
147	2019-05-16T14:24:00Z	941.1	15.4	63.5	13.6	709	1200	400	1200	nan	nan	2127.0
148	2019-05-16T14:44:00Z	941.1	14.9	62.6	13.5	646	1200	410	1200	nan	nan	1938.0
149	2019-05-16T15:04:00Z	941.0	14.5	62.5	13.4	664	1200	422	1200	nan	nan	1992.0
150	2019-05-16T15:24:00Z	941.1	14.1	62.5	13.3	629	1200	388	1200	nan	nan	1887.0
151	2019-05-16T15:44:00Z	941.0	13.9	62.5	13.3	650	1200	400	1200	nan	nan	1950.0
152	2019-05-16T16:04:00Z	940.9	13.7	62.4	13.2	634	1200	412	1200	nan	nan	1902.0
153	2019-05-16T16:24:00Z	940.9	13.4	62.1	13.2	695	1200	415	1200	nan	nan	2085.0
154	2019-05-16T16:44:00Z	940.8	13.2	62.0	13.1	644	1200	400	1200	nan	nan	1932.0
155	2019-05-16T17:04:00Z	940.8	12.9	61.9	13.1	677	1200	413	1200	nan	nan	2031.0
156	2019-05-16T17:24:00Z	940.8	12.7	61.8	13.0	682	1200	395	1200	nan	nan	2046.0
157	2019-05-16T17:44:00Z	940.8	12.5	61.8	13.0	649	1200	413	1200	nan	nan	1947.0
158	2019-05-16T18:04:00Z	940.8	12.2	61.8	13.0	688	1200	404	1200	nan	nan	2064.0
159	2019-05-16T18:24:00Z	940.8	12.0	61.3	13.0	640	1200	414	1200	nan	nan	1920.0
160	2019-05-16T18:44:00Z	940.8	11.3	60.0	13.0	692	1200	402	1200	nan	nan	2076.0
161	2019-05-16T19:04:00Z	940.8	10.6	59.7	12.9	701	1200	382	1200	nan	nan	2103.0
162	2019-05-16T19:24:00Z	940.8	9.9	59.6	12.9	658	1200	383	1200	nan	nan	1974.0
163	2019-05-16T19:44:00Z	940.8	9.6	60.6	12.9	654	1200	398	1200	nan	nan	1962.0
164	2019-05-16T20:04:00Z	940.8	9.6	61.6	12.9	656	1200	413	1200	nan	nan	1968.0
165	2019-05-16T20:24:00Z	940.7	9.7	62.0	12.9	694	1200	378	1200	nan	nan	2082.0
166	2019-05-16T20:44:00Z	940.5	9.7	62.0	12.9	681	1200	428	1200	nan	nan	2043.0
167	2019-05-16T21:04:00Z	940.5	9.6	62.0	12.9	646	1200	408	1200	nan	nan	1938.0
168	2019-05-16T21:24:00Z	940.4	9.4	61.9	12.9	671	1200	392	1200	nan	nan	2013.0
169	2019-05-16T21:44:00Z	940.2	9.1	61.1	12.9	689	1200	399	1200	nan	nan	2067.0
170	2019-05-16T22:04:00Z	940.0	8.4	59.6	12.9	696	1200	395	1200	nan	nan	2088.0
171	2019-05-16T22:24:00Z	939.9	7.5	58.8	12.8	676	1200	394	1200	nan	nan	2028.0
172	2019-05-16T22:44:00Z	939.6	6.7	59.2	12.8	617	1200	414	1200	nan	nan	1851.0
173	2019-05-16T23:04:00Z	939.5	6.2	59.3	12.8	655	1200	378	1200	nan	nan	1965.0
174	2019-05-16T23:24:00Z	939.3	5.7	59.1	12.8	671	1200	366	1200	nan	nan	2013.0
175	2019-05-16T23:44:00Z	939.1	5.2	59.2	12.8	715	1200	370	1200	nan	nan	2145.0
176	2019-05-17T00:04:00Z	938.9	4.8	59.4	12.8	693	1200	404	1200	nan	nan	2079.0
177	2019-05-17T00:24:00Z	938.7	4.4	59.7	12.8	712	1200	416	1200	nan	nan	2136.0
178	2019-05-17T00:44:00Z	938.5	4.2	60.1	12.8	660	1200	425	1200	nan	nan	1980.0
179	2019-05-17T01:04:00Z	938.2	3.9	60.1	12.8	677	1200	392	1200	nan	nan	2031.0
180	2019-05-17T01:24:00Z	938.2	3.6	60.3	12.8	644	1200	392	1200	nan	nan	1932.0
181	2019-05-17T01:44:00Z	938.0	3.4	60.6	12.8	662	1200	424	1200	nan	nan	1986.0
182	2019-05-17T02:04:00Z	937.9	3.2	60.8	12.8	661	1200	426	1200	nan	nan	1983.0
183	2019-05-17T02:24:00Z	937.7	3.0	60.7	12.7	650	1200	410	1200	nan	nan	1950.0
184	2019-05-17T02:44:00Z	937.6	2.7	60.9	12.7	684	1200	385	1200	nan	nan	2052.0
185	2019-05-17T03:04:00Z	937.6	2.5	61.1	12.7	695	1200	412	1200	nan	nan	2085.0
186	2019-05-17T03:24:00Z	937.4	2.4	61.2	12.7	729	1200	423	1200	nan	nan	2187.0
187	2019-05-17T03:44:00Z	937.3	2.1	61.0	12.7	711	1200	384	1200	nan	nan	2133.0
188	2019-05-17T04:04:00Z	937.3	1.9	61.8	12.7	628	1200	415	1200	nan	nan	1884.0
189	2019-05-17T04:24:00Z	937.4	2.1	62.8	12.7	705	1200	420	1200	nan	nan	2115.0
190	2019-05-17T04:44:00Z	937.5	2.4	63.7	12.7	682	1200	406	1200	nan	nan	2046.0
191	2019-05-17T05:04:00Z	937.5	2.9	64.8	12.8	687	1200	434	1200	nan	nan	2061.0
192	2019-05-17T05:24:00Z	937.3	3.6	66.3	12.8	661	1200	424	1200	nan	nan	1983.0
193	2019-05-17T05:44:00Z	937.2	4.6	67.7	12.8	621	1200	399	1200	nan	nan	1863.0
194	2019-05-17T06:04:00Z	937.3	5.6	68.3	12.9	706	1200	422	1200	nan	nan	2118.0
195	2019-05-17T06:24:00Z	937.1	6.3	68.1	13.1	696	1200	458	1200	nan	nan	2088.0
196	2019-05-17T06:44:00Z	937.1	7.2	69.3	13.8	685	1200	404	1200	nan	nan	2055.0
197	2019-05-17T07:04:00Z	937.0	8.7	70.5	14.2	597	1200	425	1200	nan	nan	1791.0
198	2019-05-17T07:24:00Z	937.0	10.2	70.9	14.5	644	1200	439	1200	nan	nan	1932.0
199	2019-05-17T07:44:00Z	936.9	11.8	70.6	14.5	709	1200	434	1200	nan	nan	2127.0
200	2019-05-17T08:04:00Z	936.8	13.2	69.5	14.4	688	1200	429	1200	nan	nan	2064.0
201	2019-05-17T08:24:00Z	936.7	14.3	68.5	14.4	671	1201	396	1200	nan	nan	2011.3
202	2019-05-17T08:44:00Z	936.5	15.4	67.6	14.4	679	1200	459	1200	nan	nan	2037.0
203	2019-05-17T09:04:00Z	936.4	16.4	67.1	14.3	669	1200	436	1200	nan	nan	2007.0
204	2019-05-17T09:24:00Z	936.3	17.3	66.5	14.3	695	1200	421	1200	nan	nan	2085.0
205	2019-05-17T09:44:00Z	936.1	18.0	66.2	14.3	723	1200	403	1200	nan	nan	2169.0
206	2019-05-17T10:04:00Z	935.9	18.8	66.1	13.9	675	1200	414	1200	nan	nan	2025.0
207	2019-05-17T10:24:00Z	935.7	19.4	65.7	13.8	700	1200	423	1200	nan	nan	2100.0
208	2019-05-17T10:44:00Z	935.5	20.0	65.5	13.8	701	1200	391	1200	nan	nan	2103.0
209	2019-05-17T11:04:00Z	935.5	20.4	65.2	13.8	727	1200	422	1200	nan	nan	2181.0
210	2019-05-17T11:24:00Z	935.4	20.8	65.0	13.8	687	1200	413	1200	nan	nan	2061.0
211	2019-05-17T11:44:00Z	935.4	21.0	64.6	13.8	719	1200	415	1200	nan	nan	2157.0
212	2019-05-17T12:04:00Z	935.4	21.3	64.9	13.8	735	1200	437	1200	nan	nan	2205.0
213	2019-05-17T12:24:00Z	935.2	21.2	64.5	13.8	698	1200	428	1200	nan	nan	2094.0
214	2019-05-17T12:44:00Z	935.2	21.5	65.8	13.8	752	1200	447	1200	nan	nan	2256.0
215	2019-05-17T13:04:00Z	935.2	21.9	64.5	13.8	665	1200	408	1200	nan	nan	1995.0
216	2019-05-17T13:24:00Z	935.1	21.5	63.0	13.8	727	1200	436	1200	nan	nan	2181.0
217	2019-05-17T13:44:00Z	934.9	21.9	63.9	13.8	652	1200	390	1200	nan	nan	1956.0
218	2019-05-17T14:04:00Z	934.9	22.7	64.3	13.8	691	1200	419	1200	nan	nan	2073.0
219	2019-05-17T14:24:00Z	934.8	22.5	61.0	13.6	725	1200	407	1200	nan	nan	2175.0
220	2019-05-17T14:44:00Z	934.9	21.8	60.0	13.6	646	1200	404	1200	nan	nan	1938.0
221	2019-05-17T15:04:00Z	934.9	21.3	59.5	13.5	639	1200	448	1200	nan	nan	1917.0
222	2019-05-17T15:24:00Z	934.8	20.8	59.2	13.5	676	1200	442	1200	nan	nan	2028.0
223	2019-05-17T15:44:00Z	934.6	20.6	59.7	13.5	714	1200	418	1200	nan	nan	2142.0
224	2019-05-17T16:04:00Z	934.4	20.6	60.3	13.6	659	1200	434	1200	nan	nan	1977.0
225	2019-05-17T16:24:00Z	934.5	21.3	60.8	13.5	720	1200	394	1200	nan	nan	2160.0
226	2019-05-17T16:44:00Z	934.4	20.9	58.5	13.4	715	1200	445	1200	nan	nan	2145.0
227	2019-05-17T17:04:00Z	934.3	20.4	57.9	13.3	708	1200	421	1200	nan	nan	2124.0
228	2019-05-17T17:24:00Z	934.3	20.1	57.5	13.2	675	1200	410	1200	nan	nan	2025.0
229	2019-05-17T17:44:00Z	934.3	19.3	56.2	13.1	677	1200	380	1200	nan	nan	2031.0
230	2019-05-17T18:04:00Z	934.3	18.4	55.6	13.0	726	1201	424	1200	nan	nan	2176.2
231	2019-05-17T18:24:00Z	934.3	17.5	55.4	13.0	700	1200	409	1200	nan	nan	2100.0
232	2019-05-17T18:44:00Z	934.4	16.5	54.8	13.0	708	1200	420	1200	nan	nan	2124.0
233	2019-05-17T19:04:00Z	934.4	15.6	54.6	13.0	665	1200	404	1200	nan	nan	1995.0
234	2019-05-17T19:24:00Z	934.5	14.8	54.8	13.0	700	1200	435	1200	nan	nan	2100.0
235	2019-05-17T19:44:00Z	934.7	14.1	55.2	13.0	695	1200	415	1200	nan	nan	2085.0
236	2019-05-17T20:04:00Z	935.0	13.5	55.3	13.0	705	1200	421	1200	nan	nan	2115.0
237	2019-05-17T20:24:00Z	935.0	13.2	56.3	12.9	688	1200	428	1200	nan	nan	2064.0
238	2019-05-17T20:44:00Z	935.0	12.9	56.3	12.9	725	1200	418	1200	nan	nan	2175.0
239	2019-05-17T21:04:00Z	935.1	12.5	56.4	12.9	670	1200	411	1200	nan	nan	2010.0
240	2019-05-17T21:24:00Z	935.0	12.2	57.1	12.9	677	1200	440	1200	nan	nan	2031.0
241	2019-05-17T21:44:00Z	935.1	12.0	57.4	12.9	715	1200	443	1200	nan	nan	2145.0
242	2019-05-17T22:04:00Z	935.2	11.7	57.3	12.9	689	1200	400	1200	nan	nan	2067.0
243	2019-05-17T22:24:00Z	935.2	11.4	57.4	12.9	734	1200	408	1200	nan	nan	2202.0
244	2019-05-17T22:44:00Z	935.3	11.0	57.3	12.9	699	1200	413	1200	nan	nan	2097.0
245	2019-05-17T23:04:00Z	935.4	10.6	57.1	12.9	719	1200	433	1200	nan	nan	2157.0
246	2019-05-17T23:24:00Z	935.4	10.2	57.5	12.9	694	1200	438	1200	nan	nan	2082.0
247	2019-05-17T23:44:00Z	935.4	9.9	57.7	12.9	674	1200	464	1200	nan	nan	2022.0
248	2019-05-18T00:04:00Z	935.4	9.5	57.3	12.8	717	1200	398	1200	nan	nan	2151.0
249	2019-05-18T00:24:00Z	935.3	9.0	57.2	12.8	685	1200	439	1200	nan	nan	2055.0
250	2019-05-18T00:44:00Z	935.2	8.4	57.0	12.8	661	1200	411	1200	nan	nan	1983.0
251	2019-05-18T01:04:00Z	935.1	7.8	56.8	12.8	673	1200	419	1200	nan	nan	2019.0
252	2019-05-18T01:24:00Z	935.0	7.3	57.2	12.8	669	1200	425	1200	nan	nan	2007.0
253	2019-05-18T01:44:00Z	934.9	6.8	57.4	12.8	696	1200	412	1200	nan	nan	2088.0
254	2019-05-18T02:04:00Z	934.8	6.5	57.6	12.8	681	1200	385	1200	nan	nan	2043.0
255	2019-05-18T02:24:00Z	934.7	6.2	57.9	12.8	715	1200	432	1200	nan	nan	2145.0
256	2019-05-18T02:44:00Z	934.6	5.9	58.2	12.8	781	1200	404	1200	nan	nan	2343.0
