rec_id	datetime	press4	press1	temp1	relhum1	temp_ext	relhum_ext	volt	counts1	nsecs1	N1T_C	N1RH	moder_cph_filt
2803	2019-06-22T07:41:00Z	948.26	948.1	18.7	39.6	17.4	91.9	14.3	387	1200	22.3	0.0	1161.0
2804	2019-06-22T08:01:00Z	948.02	947.9	19.0	39.4	18.1	90.7	14.3	401	1200	22.4	0.0	1203.0
2805	2019-06-22T08:21:00Z	948.18	948.0	19.3	39.1	17.8	91.8	14.3	386	1200	22.7	0.0	1158.0
2806	2019-06-22T08:41:00Z	947.8	947.8	19.5	39.0	19.4	80.4	13.9	413	1200	22.9	0.0	1239.0
2807	2019-06-22T09:01:00Z	947.61	947.7	20.2	38.9	19.4	81.7	13.8	397	1200	23.3	0.0	1191.0
2808	2019-06-22T09:21:00Z	947.73	947.8	20.5	38.8	19.3	82.6	13.8	425	1200	23.7	0.0	1275.0
2809	2019-06-22T09:41:00Z	947.8	947.8	20.7	39.1	20.2	77.7	13.8	403	1200	24.0	0.0	1209.0
2810	2019-06-22T10:01:00Z	947.91	947.9	21.2	39.2	19.9	80.4	13.8	378	1200	24.4	0.0	1134.0
2811	2019-06-22T10:21:00Z	947.95	947.9	21.6	39.4	20.6	73.2	13.8	380	1200	24.8	0.0	1140.0
2812	2019-06-22T10:41:00Z	947.87	947.9	22.3	39.1	22.2	66.9	13.8	419	1200	25.2	0.0	1257.0
2813	2019-06-22T11:01:00Z	947.97	947.9	22.8	38.7	21.4	68.5	13.7	399	1200	25.8	0.0	1197.0
2814	2019-06-22T11:21:00Z	947.87	947.8	23.1	38.4	21.1	69.2	13.7	386	1200	26.1	0.0	1158.0
2815	2019-06-22T11:41:00Z	947.77	947.7	23.1	38.4	22.0	69.8	13.7	397	1200	26.3	0.0	1191.0
2816	2019-06-22T12:01:00Z	947.68	947.6	23.4	38.2	22.1	68.5	13.7	422	1200	26.6	0.0	1266.0
2817	2019-06-22T12:21:00Z	947.56	947.4	23.4	38.1	22.4	63.2	13.7	401	1200	26.8	0.0	1203.0
2818	2019-06-22T12:41:00Z	947.15	947.1	23.9	38.0	24.6	58.2	13.7	436	1200	26.9	0.0	1308.0
2819	2019-06-22T13:01:00Z	946.85	947.0	24.6	37.3	24.6	56.2	13.7	366	1200	27.3	0.0	1098.0
2820	2019-06-22T13:21:00Z	946.8	946.8	25.2	36.8	21.7	66.1	13.7	426	1200	27.6	0.0	1278.0
2821	2019-06-22T13:41:00Z	946.79	946.8	24.4	37.3	22.3	64.2	13.7	376	1200	27.6	0.0	1128.0
2822	2019-06-22T14:01:00Z	946.81	946.7	24.0	37.9	22.4	66.5	13.7	409	1200	27.4	0.0	1227.0
2823	2019-06-22T14:21:00Z	946.95	946.8	23.8	38.4	22.4	67.3	13.7	396	1200	27.3	0.0	1188.0
2824	2019-06-22T14:41:00Z	946.66	946.6	23.7	39.0	21.5	71.1	13.7	419	1200	27.2	0.0	1257.0
2825	2019-06-22T15:01:00Z	946.36	946.2	23.3	40.0	22.1	65.9	13.7	434	1200	27.0	0.0	1302.0
2826	2019-06-22T15:21:00Z	946.55	946.4	23.2	40.5	20.6	66.8	13.7	400	1200	26.8	0.0	1200.0
2827	2019-06-22T15:41:00Z	946.16	946.1	22.8	41.2	20.7	68.8	13.8	413	1200	26.6	0.0	1239.0
2828	2019-06-22T16:01:00Z	946.22	946.1	22.6	41.9	19.9	72.3	13.8	363	1200	26.3	0.0	1089.0
2829	2019-06-22T16:21:00Z	946.45	946.4	22.2	41.9	19.0	71.1	13.8	430	1200	25.9	0.0	1290.0
2830	2019-06-22T16:41:00Z	946.67	946.7	21.6	42.1	18.2	74.2	13.8	424	1200	25.5	0.0	1272.0
2831	2019-06-22T17:01:00Z	947.07	947.0	21.0	42.4	17.5	78.9	13.8	415	1200	25.0	0.0	1245.0
2832	2019-06-22T17:21:00Z	946.97	947.0	20.4	42.7	17.8	80.0	13.8	426	1200	24.5	0.0	1278.0
2833	2019-06-22T17:41:00Z	946.95	946.9	20.4	42.9	20.6	65.0	13.8	388	1200	24.3	0.0	1164.0
2834	2019-06-22T18:01:00Z	946.94	946.9	21.0	42.1	18.0	77.2	13.8	414	1200	24.3	0.0	1242.0
2835	2019-06-22T18:21:00Z	947.11	947.1	20.6	42.1	17.1	80.2	13.8	423	1200	24.2	0.0	1269.0
2836	2019-06-22T18:41:00Z	947.24	947.3	20.0	42.0	16.8	80.6	13.6	382	1200	23.8	0.0	1146.0
2837	2019-06-22T19:01:00Z	947.33	947.3	19.6	41.8	16.6	83.5	13.5	412	1200	23.4	0.0	1236.0
2838	2019-06-22T19:21:00Z	947.55	947.3	19.2	41.6	16.0	90.5	13.4	418	1200	23.0	0.0	1254.0
2839	2019-06-22T19:41:00Z	947.78	947.7	18.9	41.5	15.9	90.8	13.3	417	1200	22.7	0.0	1251.0
2840	2019-06-22T20:01:00Z	947.87	947.8	18.6	41.5	15.8	92.6	13.3	413	1200	22.4	0.0	1239.0
2841	2019-06-22T20:21:00Z	947.85	947.7	18.4	41.6	15.7	91.2	13.3	393	1200	22.1	0.0	1179.0
2842	2019-06-22T20:41:00Z	947.91	947.7	18.2	41.7	15.5	92.3	13.2	413	1200	21.9	0.0	1239.0
2843	2019-06-22T21:01:00Z	948.04	947.8	17.9	41.5	15.1	95.5	13.2	401	1200	21.7	0.0	1203.0
2844	2019-06-22T21:21:00Z	948.0	947.9	17.6	41.3	14.6	96.5	13.2	385	1200	21.4	0.0	1155.0
2845	2019-06-22T21:41:00Z	948.32	948.1	17.4	41.2	14.6	96.9	13.2	428	1200	21.2	0.0	1284.0
2846	2019-06-22T22:01:00Z	948.27	948.1	17.2	41.1	14.6	96.6	13.2	396	1200	20.9	0.0	1188.0
2847	2019-06-22T22:21:00Z	948.16	948.0	17.0	41.0	14.6	96.3	13.2	382	1200	20.8	0.0	1146.0
2848	2019-06-22T22:41:00Z	948.0	947.9	17.0	41.2	14.7	95.8	13.2	422	1200	20.6	0.0	1266.0
2849	2019-06-22T23:01:00Z	947.87	947.8	16.9	41.0	14.7	97.0	13.2	417	1200	20.5	0.0	1251.0
2850	2019-06-22T23:21:00Z	947.71	947.6	16.9	40.9	14.4	97.8	13.2	417	1200	20.5	0.0	1251.0
2851	2019-06-22T23:41:00Z	947.65	947.6	16.7	40.7	14.3	98.1	13.2	423	1200	20.4	0.0	1269.0
2852	2019-06-23T00:01:00Z	947.82	947.8	16.6	40.7	14.3	98.6	13.2	360	1200	20.3	0.0	1080.0
2853	2019-06-23T00:21:00Z	947.9	947.9	16.5	40.6	14.6	97.5	13.1	397	1200	20.2	0.0	1191.0
2854	2019-06-23T00:41:00Z	947.84	947.9	16.6	40.6	14.4	98.4	13.1	413	1200	20.2	0.0	1239.0
2855	2019-06-23T01:01:00Z	947.9	947.9	16.5	40.5	14.6	98.0	13.1	395	1200	20.2	0.0	1185.0
2856	2019-06-23T01:21:00Z	947.95	948.0	16.6	40.5	14.8	98.2	13.1	397	1200	20.2	0.0	1191.0
2857	2019-06-23T01:41:00Z	947.97	947.9	16.6	40.6	14.7	98.2	13.1	421	1200	20.2	0.0	1263.0
2858	2019-06-23T02:01:00Z	948.18	948.1	16.6	40.5	14.6	98.6	13.1	410	1200	20.2	0.0	1230.0
2859	2019-06-23T02:21:00Z	948.12	948.1	16.5	40.7	14.6	98.4	13.1	401	1200	20.3	0.0	1203.0
2860	2019-06-23T02:41:00Z	948.28	948.2	16.4	41.0	14.6	97.9	13.1	406	1200	20.2	0.0	1218.0
2861	2019-06-23T03:01:00Z	948.26	948.2	16.4	41.0	14.6	98.8	13.1	385	1200	20.2	0.0	1155.0
2862	2019-06-23T03:21:00Z	948.18	948.1	16.4	40.8	14.6	99.2	13.1	399	1200	20.2	0.0	1197.0
2863	2019-06-23T03:41:00Z	948.13	948.1	16.4	40.8	15.0	95.6	13.1	391	1200	20.2	0.0	1173.0
2864	2019-06-23T04:01:00Z	948.21	948.2	16.4	41.0	15.3	93.5	13.1	413	1200	20.2	0.0	1239.0
2865	2019-06-23T04:21:00Z	948.36	948.3	16.5	41.4	15.3	94.1	13.2	389	1200	20.3	0.0	1167.0
2866	2019-06-23T04:41:00Z	948.46	948.4	16.6	41.9	14.7	98.4	13.2	445	1200	20.5	0.0	1335.0
2867	2019-06-23T05:01:00Z	948.76	948.7	16.6	42.7	14.6	99.8	13.2	386	1199	20.5	0.0	1159.0
2868	2019-06-23T05:21:00Z	948.88	948.8	16.6	42.8	14.7	99.4	13.2	379	1200	20.5	0.0	1137.0
2869	2019-06-23T05:41:00Z	949.03	948.9	16.6	43.1	14.8	98.6	13.3	385	1200	20.5	0.0	1155.0
2870	2019-06-23T06:01:00Z	949.28	949.1	16.7	43.3	15.1	99.0	13.5	374	1200	20.5	0.0	1122.0
2871	2019-06-23T06:21:00Z	949.25	949.2	17.0	43.0	15.6	98.8	13.7	366	1200	20.7	0.0	1098.0
2872	2019-06-23T06:41:00Z	949.41	949.4	17.2	42.5	15.8	97.6	14.0	424	1200	20.9	0.0	1272.0
2873	2019-06-23T07:01:00Z	949.6	949.5	17.6	42.1	16.8	95.7	14.3	377	1200	21.2	0.0	1131.0
2874	2019-06-23T07:21:00Z	949.72	949.6	18.3	41.5	17.3	94.5	14.3	377	1200	21.6	0.0	1131.0
2875	2019-06-23T07:41:00Z	949.85	949.6	18.7	41.6	16.8	94.3	14.3	411	1200	22.1	0.0	1233.0
2876	2019-06-23T08:01:00Z	949.88	949.7	19.0	41.3	20.1	87.8	14.3	370	1200	22.5	0.0	1110.0
2877	2019-06-23T08:21:00Z	949.86	949.7	19.8	40.8	18.6	82.0	14.3	376	1200	23.1	0.0	1128.0
2878	2019-06-23T08:41:00Z	949.7	949.7	20.9	40.6	21.9	71.1	14.2	395	1200	23.7	0.0	1185.0
2879	2019-06-23T09:01:00Z	949.75	949.8	22.0	39.8	19.7	74.6	13.9	356	1200	24.6	0.0	1068.0
2880	2019-06-23T09:21:00Z	949.82	949.8	21.9	39.5	20.4	73.3	13.8	368	1200	25.1	0.0	1104.0
2881	2019-06-23T09:41:00Z	949.89	949.9	21.9	39.1	19.4	76.5	13.8	387	1200	25.4	0.0	1161.0
2882	2019-06-23T10:01:00Z	949.89	950.0	21.5	39.1	19.3	77.3	13.8	403	1200	25.4	0.0	1209.0
2883	2019-06-23T10:21:00Z	949.93	950.0	21.1	39.2	19.0	82.0	13.8	414	1200	25.2	0.0	1242.0
2884	2019-06-23T10:41:00Z	949.98	950.0	20.9	39.5	19.3	79.2	13.8	362	1200	25.0	0.0	1086.0
2885	2019-06-23T11:01:00Z	950.06	950.1	21.2	39.7	21.1	74.8	13.8	410	1200	24.9	0.0	1230.0
2886	2019-06-23T11:21:00Z	950.2	950.2	22.1	39.3	22.3	65.2	13.8	413	1200	25.1	0.0	1239.0
2887	2019-06-23T11:41:00Z	950.23	950.3	22.5	39.0	21.1	69.6	13.8	402	1200	25.4	0.0	1206.0
2888	2019-06-23T12:01:00Z	950.22	950.3	23.0	38.9	22.9	63.2	13.7	365	1200	25.8	0.0	1095.0
2889	2019-06-23T12:21:00Z	950.47	950.3	23.7	38.4	22.3	64.7	13.7	424	1200	26.3	0.0	1272.0
2890	2019-06-23T12:41:00Z	950.21	950.2	23.9	38.1	22.7	66.7	13.7	389	1200	26.6	0.0	1167.0
2891	2019-06-23T13:01:00Z	950.32	950.3	24.1	38.1	22.0	64.8	13.7	376	1200	26.9	0.0	1128.0
2892	2019-06-23T13:21:00Z	950.25	950.2	24.1	38.1	22.6	63.4	13.7	421	1200	27.1	0.0	1263.0
2893	2019-06-23T13:41:00Z	950.07	950.0	24.4	38.0	23.8	54.5	13.7	460	1199	27.2	0.0	1381.2
2894	2019-06-23T14:01:00Z	950.08	950.0	25.4	37.3	24.2	55.7	13.7	424	1200	27.6	0.0	1272.0
2895	2019-06-23T14:21:00Z	949.87	949.9	26.3	36.5	24.8	58.1	13.6	407	1200	28.1	0.0	1221.0
2896	2019-06-23T14:41:00Z	949.92	949.9	27.0	35.9	24.1	56.0	13.6	399	1200	28.7	0.0	1197.0
2897	2019-06-23T15:01:00Z	949.87	950.0	26.3	36.2	22.9	55.4	13.6	379	1200	28.9	0.0	1137.0
2898	2019-06-23T15:21:00Z	949.89	949.9	25.7	36.8	24.1	56.3	13.7	377	1200	28.8	0.0	1131.0
2899	2019-06-23T15:41:00Z	949.68	949.8	25.8	37.2	25.2	55.3	13.6	411	1200	28.7	0.0	1233.0
2900	2019-06-23T16:01:00Z	949.65	949.7	26.0	37.2	25.5	51.7	13.6	395	1200	28.6	0.0	1185.0
2901	2019-06-23T16:21:00Z	949.6	949.7	26.2	37.1	26.2	51.9	13.6	404	1200	28.6	0.0	1212.0
2902	2019-06-23T16:41:00Z	949.72	949.8	26.5	36.9	24.8	58.6	13.6	383	1200	28.7	0.0	1149.0
2903	2019-06-23T17:01:00Z	949.84	949.9	26.2	37.2	24.8	55.4	13.6	407	1200	28.7	0.0	1221.0
2904	2019-06-23T17:21:00Z	950.03	950.2	25.9	37.5	24.8	53.7	13.7	402	1200	28.5	0.0	1206.0
2905	2019-06-23T17:41:00Z	950.23	950.2	25.6	37.7	24.8	62.5	13.7	371	1200	28.4	0.0	1113.0
2906	2019-06-23T18:01:00Z	950.41	950.3	25.3	37.7	21.5	69.0	13.7	392	1200	28.2	0.0	1176.0
2907	2019-06-23T18:21:00Z	950.46	950.4	24.2	38.0	18.8	80.6	13.6	382	1200	27.8	0.0	1146.0
2908	2019-06-23T18:41:00Z	950.66	950.6	22.6	38.6	17.4	88.1	13.5	405	1200	26.9	0.0	1215.0
2909	2019-06-23T19:01:00Z	950.57	950.5	21.3	39.3	16.3	93.0	13.5	402	1200	25.8	0.0	1206.0
2910	2019-06-23T19:21:00Z	950.84	950.7	20.2	40.1	16.4	91.9	13.4	415	1200	24.7	0.0	1245.0
2911	2019-06-23T19:41:00Z	951.12	950.9	19.5	40.3	15.1	97.6	13.3	368	1200	23.8	0.0	1104.0
2912	2019-06-23T20:01:00Z	951.24	951.0	18.8	40.5	14.9	96.9	13.3	412	1200	23.0	0.0	1236.0
2913	2019-06-23T20:21:00Z	951.09	951.0	18.2	40.5	14.5	99.0	13.3	415	1200	22.3	0.0	1245.0
2914	2019-06-23T20:41:00Z	951.11	951.0	17.7	40.6	14.2	99.6	13.2	394	1200	21.7	0.0	1182.0
2915	2019-06-23T21:01:00Z	951.2	951.1	17.3	40.6	14.4	99.8	13.2	387	1200	21.2	0.0	1161.0
2916	2019-06-23T21:21:00Z	951.14	951.1	17.0	40.6	13.7	99.9	13.2	356	1200	20.7	0.0	1068.0
2917	2019-06-23T21:41:00Z	951.24	951.1	16.7	40.5	13.3	100.0	13.2	336	1200	20.3	0.0	1008.0
2918	2019-06-23T22:01:00Z	951.26	951.1	16.4	40.6	13.3	100.0	13.2	408	1200	19.9	0.0	1224.0
2919	2019-06-23T22:21:00Z	951.46	951.2	16.0	40.5	13.2	100.0	13.2	400	1200	19.6	0.0	1200.0
2920	2019-06-23T22:41:00Z	951.36	951.2	15.6	40.4	12.5	100.0	13.2	431	1200	19.2	0.0	1293.0
2921	2019-06-23T23:01:00Z	951.22	951.2	15.4	40.5	12.2	100.0	13.2	402	1200	18.9	0.0	1206.0
2922	2019-06-23T23:21:00Z	951.43	951.3	15.2	40.5	12.2	100.0	13.1	386	1200	18.6	0.0	1158.0
2923	2019-06-23T23:41:00Z	951.29	951.3	14.9	40.5	12.8	100.0	13.1	408	1200	18.4	0.0	1224.0
2924	2019-06-24T00:01:00Z	951.29	951.3	14.8	40.5	11.5	100.0	13.1	347	1200	18.2	0.0	1041.0
2925	2019-06-24T00:21:00Z	951.17	951.2	14.7	40.6	11.4	100.0	13.1	400	1200	18.0	0.0	1200.0
2926	2019-06-24T00:41:00Z	951.25	951.2	14.4	40.4	11.4	100.0	13.1	377	1200	17.8	0.0	1131.0
2927	2019-06-24T01:01:00Z	951.25	951.2	14.2	40.5	10.8	100.0	13.1	395	1200	17.6	0.0	1185.0
2928	2019-06-24T01:21:00Z	951.19	951.2	13.8	40.5	11.6	100.0	13.1	369	1200	17.4	0.0	1107.0
2929	2019-06-24T01:41:00Z	951.11	951.1	13.7	40.5	10.5	100.0	13.1	421	1200	17.2	0.0	1263.0
2930	2019-06-24T02:01:00Z	951.0	951.1	13.5	40.4	11.3	100.0	13.1	399	1200	17.0	0.0	1197.0
2931	2019-06-24T02:21:00Z	950.99	951.1	13.3	40.4	10.7	100.0	13.1	425	1200	16.9	0.0	1275.0
2932	2019-06-24T02:41:00Z	950.92	951.1	13.2	40.4	10.6	100.0	13.1	392	1200	16.8	0.0	1176.0
2933	2019-06-24T03:01:00Z	951.15	951.2	12.9	40.4	10.7	100.0	13.1	378	1200	16.6	0.0	1134.0
2934	2019-06-24T03:21:00Z	951.09	951.3	13.1	40.7	10.2	100.0	13.1	408	1200	16.5	0.0	1224.0
2935	2019-06-24T03:41:00Z	951.46	951.4	12.8	40.5	10.6	100.0	13.1	415	1200	16.5	0.0	1245.0
2936	2019-06-24T04:01:00Z	951.48	951.5	12.9	40.6	10.9	100.0	13.2	381	1200	16.4	0.0	1143.0
2937	2019-06-24T04:21:00Z	951.34	951.5	13.3	40.7	12.3	99.4	13.4	382	1200	16.6	0.0	1146.0
2938	2019-06-24T04:41:00Z	951.51	951.5	13.8	40.5	12.9	99.3	13.6	381	1200	17.2	0.0	1143.0
2939	2019-06-24T05:01:00Z	951.49	951.5	14.6	40.5	16.1	97.2	14.1	404	1200	17.9	0.0	1212.0
2940	2019-06-24T05:21:00Z	951.75	951.6	15.8	40.0	16.8	92.9	14.4	358	1200	19.0	0.0	1074.0
2941	2019-06-24T05:41:00Z	951.78	951.7	17.1	39.4	17.8	90.1	14.3	371	1200	20.4	0.0	1113.0
2942	2019-06-24T06:01:00Z	951.81	951.7	18.0	39.0	18.8	82.6	14.3	390	1200	21.7	0.0	1170.0
2943	2019-06-24T06:21:00Z	952.03	951.8	19.1	38.5	20.0	75.7	14.3	383	1200	23.0	0.0	1149.0
2944	2019-06-24T06:41:00Z	952.03	952.0	20.2	38.1	20.1	73.5	14.2	407	1200	24.4	0.0	1221.0
2945	2019-06-24T07:01:00Z	952.03	952.1	21.1	37.8	22.2	65.6	13.8	364	1200	25.6	0.0	1092.0
2946	2019-06-24T07:21:00Z	952.0	952.1	22.2	37.2	22.6	64.1	13.8	415	1200	26.7	0.0	1245.0
2947	2019-06-24T07:41:00Z	951.84	951.9	23.2	36.7	22.7	63.7	13.7	379	1200	27.6	0.0	1137.0
2948	2019-06-24T08:01:00Z	951.95	951.9	23.9	36.4	25.1	57.9	13.7	391	1200	28.4	0.0	1173.0
2949	2019-06-24T08:21:00Z	951.95	951.9	24.4	36.1	24.5	58.3	13.7	411	1200	29.2	0.0	1233.0
2950	2019-06-24T08:41:00Z	951.92	951.9	24.7	36.2	23.7	60.9	13.7	381	1200	29.6	0.0	1143.0
2951	2019-06-24T09:01:00Z	951.91	951.8	24.9	36.5	24.9	54.0	13.7	388	1200	29.9	0.0	1164.0
2952	2019-06-24T09:21:00Z	951.91	951.9	25.1	36.7	25.8	53.3	13.7	379	1200	30.0	0.0	1137.0
2953	2019-06-24T09:41:00Z	951.87	951.8	25.4	36.8	26.1	53.4	13.7	382	1200	30.1	0.0	1146.0
2954	2019-06-24T10:01:00Z	951.79	951.7	25.7	36.9	26.8	51.4	13.7	372	1200	30.2	0.0	1116.0
2955	2019-06-24T10:21:00Z	951.71	951.8	26.0	37.1	26.3	56.2	13.6	376	1200	30.3	0.0	1128.0
2956	2019-06-24T10:41:00Z	951.6	951.7	26.4	37.6	26.3	55.4	13.6	374	1200	30.5	0.0	1122.0
2957	2019-06-24T11:01:00Z	951.66	951.6	26.7	38.1	26.3	54.3	13.7	410	1200	30.6	0.0	1230.0
2958	2019-06-24T11:21:00Z	951.57	951.6	27.0	37.8	26.6	54.7	13.6	414	1199	30.8	0.0	1243.0
2959	2019-06-24T11:41:00Z	951.52	951.6	27.4	37.5	27.0	51.3	13.6	393	1200	31.0	0.0	1179.0
2960	2019-06-24T12:01:00Z	951.53	951.5	27.8	37.4	27.3	48.5	13.6	389	1200	31.2	0.0	1167.0
2961	2019-06-24T12:21:00Z	951.28	951.4	28.2	37.2	27.1	51.7	13.6	373	1200	31.3	0.0	1119.0
2962	2019-06-24T12:41:00Z	951.26	951.4	28.6	37.1	27.4	51.8	13.5	388	1200	31.5	0.0	1164.0
2963	2019-06-24T13:01:00Z	951.33	951.4	29.0	36.9	27.7	52.8	13.6	413	1200	31.7	0.0	1239.0
2964	2019-06-24T13:21:00Z	951.29	951.4	29.4	36.6	27.6	49.3	13.6	383	1200	31.9	0.0	1149.0
2965	2019-06-24T13:41:00Z	951.19	951.4	29.7	36.5	27.6	45.3	13.5	383	1200	32.3	0.0	1149.0
2966	2019-06-24T14:01:00Z	951.28	951.4	29.8	36.5	27.8	47.4	13.5	421	1200	32.6	0.0	1263.0
2967	2019-06-24T14:21:00Z	951.17	951.3	30.1	36.4	28.2	43.8	13.5	430	1200	32.9	0.0	1290.0
2968	2019-06-24T14:41:00Z	951.26	951.4	30.2	36.4	30.3	43.4	13.5	391	1200	33.0	0.0	1173.0
2969	2019-06-24T15:01:00Z	951.21	951.4	30.3	36.4	28.6	44.6	13.5	399	1200	33.1	0.0	1197.0
2970	2019-06-24T15:21:00Z	951.36	951.5	30.1	36.6	28.9	40.9	13.5	435	1200	33.1	0.0	1305.0
2971	2019-06-24T15:41:00Z	951.29	951.5	30.1	36.7	28.5	45.3	13.5	408	1200	33.0	0.0	1224.0
2972	2019-06-24T16:01:00Z	951.37	951.6	29.8	36.9	28.6	41.8	13.5	417	1200	32.8	0.0	1251.0
2973	2019-06-24T16:21:00Z	951.44	951.6	30.0	37.0	29.2	41.3	13.5	369	1200	32.7	0.0	1107.0
2974	2019-06-24T16:41:00Z	951.43	951.6	29.8	37.0	29.0	41.2	13.5	396	1200	32.5	0.0	1188.0
2975	2019-06-24T17:01:00Z	951.46	951.6	29.8	37.0	29.0	40.5	13.6	406	1200	32.4	0.0	1218.0
2976	2019-06-24T17:21:00Z	951.55	951.7	29.5	37.1	28.3	42.5	13.5	408	1200	32.3	0.0	1224.0
2977	2019-06-24T17:41:00Z	951.55	951.7	29.1	37.3	26.9	48.9	13.6	394	1200	32.1	0.0	1182.0
2978	2019-06-24T18:01:00Z	951.44	951.7	28.6	37.6	27.1	47.8	13.6	412	1200	31.7	0.0	1236.0
2979	2019-06-24T18:21:00Z	951.8	951.8	28.0	37.7	23.7	60.3	13.6	381	1200	31.4	0.0	1143.0
2980	2019-06-24T18:41:00Z	951.8	951.8	26.4	38.1	20.0	77.0	13.5	378	1200	30.6	0.0	1134.0
2981	2019-06-24T19:01:00Z	951.82	951.8	24.7	39.0	19.3	81.5	13.4	418	1200	29.3	0.0	1254.0
2982	2019-06-24T19:21:00Z	951.89	951.9	23.4	39.7	17.9	87.4	13.3	380	1200	28.0	0.0	1140.0
2983	2019-06-24T19:41:00Z	951.94	952.0	22.3	40.1	17.3	88.7	13.3	408	1200	26.8	0.0	1224.0
2984	2019-06-24T20:01:00Z	952.13	952.0	21.4	40.3	16.8	90.5	13.3	394	1200	25.8	0.0	1182.0
2985	2019-06-24T20:21:00Z	952.09	952.0	20.6	40.4	16.4	94.5	13.2	408	1200	24.9	0.0	1224.0
2986	2019-06-24T20:41:00Z	952.22	952.0	20.0	40.5	16.0	95.6	13.2	370	1200	24.1	0.0	1110.0
2987	2019-06-24T21:01:00Z	952.26	952.1	19.5	40.5	15.7	97.6	13.2	384	1200	23.4	0.0	1152.0
2988	2019-06-24T21:21:00Z	952.27	952.1	19.0	40.4	15.0	98.5	13.2	391	1200	22.7	0.0	1173.0
2989	2019-06-24T21:41:00Z	952.1	952.0	18.5	40.4	14.9	99.3	13.2	388	1200	22.2	0.0	1164.0
2990	2019-06-24T22:01:00Z	951.97	951.9	18.2	40.3	15.2	99.5	13.2	407	1200	21.7	0.0	1221.0
2991	2019-06-24T22:21:00Z	951.86	951.7	17.9	40.2	14.0	99.5	13.2	376	1200	21.3	0.0	1128.0
2992	2019-06-24T22:41:00Z	951.86	951.7	17.5	40.2	14.5	100.0	13.1	376	1200	20.9	0.0	1128.0
2993	2019-06-24T23:01:00Z	951.76	951.7	17.2	40.2	14.2	100.0	13.1	376	1200	20.6	0.0	1128.0
2994	2019-06-24T23:21:00Z	951.72	951.6	17.0	40.1	14.3	100.0	13.1	348	1200	20.3	0.0	1044.0
2995	2019-06-24T23:41:00Z	951.63	951.5	16.8	40.0	12.8	99.8	13.1	363	1200	20.0	0.0	1089.0
2996	2019-06-25T00:01:00Z	951.48	951.4	16.4	40.0	14.2	100.0	13.1	392	1200	19.7	0.0	1176.0
2997	2019-06-25T00:21:00Z	951.55	951.3	16.1	40.0	12.6	100.0	13.1	359	1200	19.4	0.0	1077.0
2998	2019-06-25T00:41:00Z	951.4	951.2	15.7	40.1	13.5	100.0	13.1	406	1199	19.1	0.0	1219.0
2999	2019-06-25T01:01:00Z	951.36	951.2	15.7	40.1	13.1	100.0	13.1	384	1200	18.9	0.0	1152.0
3000	2019-06-25T01:21:00Z	951.15	951.1	15.4	40.1	12.3	100.0	13.1	391	1200	18.7	0.0	1173.0
3001	2019-06-25T01:41:00Z	951.11	951.0	15.0	40.0	11.3	100.0	13.1	391	1200	18.4	0.0	1173.0
3002	2019-06-25T02:01:00Z	950.97	951.0	14.6	40.1	12.7	100.0	13.1	408	1200	18.0	0.0	1224.0
3003	2019-06-25T02:21:00Z	950.82	950.8	14.5	40.1	11.6	100.0	13.1	370	1200	17.9	0.0	1110.0
3004	2019-06-25T02:41:00Z	950.83	950.8	14.4	40.0	12.3	100.0	13.1	380	1200	17.7	0.0	1140.0
3005	2019-06-25T03:01:00Z	950.97	950.9	14.3	40.0	11.6	100.0	13.1	379	1200	17.7	0.0	1137.0
3006	2019-06-25T03:21:00Z	951.12	951.0	14.1	40.0	12.5	100.0	13.1	398	1200	17.5	0.0	1194.0
3007	2019-06-25T03:41:00Z	951.18	951.1	14.0	39.9	12.7	100.0	13.1	373	1200	17.4	0.0	1119.0
3008	2019-06-25T04:01:00Z	951.18	951.2	14.2	40.1	12.8	100.0	13.2	408	1200	17.5	0.0	1224.0
3009	2019-06-25T04:21:00Z	951.3	951.3	14.7	40.0	13.4	99.4	13.4	412	1200	17.8	0.0	1236.0
3010	2019-06-25T04:41:00Z	951.52	951.5	15.1	39.9	15.2	99.0	13.7	418	1200	18.3	0.0	1254.0
3011	2019-06-25T05:01:00Z	951.64	951.5	16.1	39.8	16.7	95.7	14.1	381	1200	19.2	0.0	1143.0
3012	2019-06-25T05:21:00Z	951.66	951.6	17.3	39.5	19.0	89.7	14.3	384	1200	20.4	0.0	1152.0
3013	2019-06-25T05:41:00Z	951.6	951.5	18.6	38.9	20.1	82.8	14.3	367	1200	21.8	0.0	1101.0
3014	2019-06-25T06:01:00Z	951.8	951.7	19.7	38.4	20.1	82.1	14.3	389	1200	23.2	0.0	1167.0
3015	2019-06-25T06:21:00Z	951.86	951.8	20.7	38.1	22.7	69.9	14.2	358	1200	24.6	0.0	1074.0
3016	2019-06-25T06:41:00Z	951.85	951.9	21.9	37.6	23.6	73.3	14.2	407	1200	26.0	0.0	1221.0
3017	2019-06-25T07:01:00Z	951.91	951.9	23.3	37.0	25.6	59.6	13.9	430	1200	27.3	0.0	1290.0
3018	2019-06-25T07:21:00Z	952.13	952.1	24.7	36.3	24.4	65.6	13.7	380	1200	28.7	0.0	1140.0
3019	2019-06-25T07:41:00Z	952.25	952.2	25.7	35.9	27.2	58.7	13.7	416	1200	30.0	0.0	1248.0
