rec_id	datetime	press1	temp1	relhum1	volt	counts1	nsecs1	counts2	nsecs2	moder_cph_filt
1	2019-05-07T08:37:25Z	951.0	15.1	43.7	14.1	21	95	14	96	nan
2	2019-05-07T08:56:00Z	950.8	14.3	41.1	14.1	261	1115	162	1115	842.7
3	2019-05-07T09:16:00Z	950.5	15.2	37.2	14.1	269	1200	189	1200	807.0
4	2019-05-07T09:36:00Z	950.2	15.6	35.3	13.7	270	1200	197	1200	810.0
5	2019-05-07T09:56:00Z	950.1	16.4	34.2	13.7	286	1200	184	1199	858.0
6	2019-05-07T10:16:00Z	950.1	17.0	33.3	13.6	278	1200	189	1200	834.0
7	2019-05-07T10:36:00Z	949.8	17.5	32.5	13.6	299	1200	190	1200	897.0
8	2019-05-07T10:56:00Z	949.6	17.9	32.0	13.6	278	1200	181	1200	834.0
9	2019-05-07T11:16:00Z	949.2	18.1	31.6	13.6	269	1200	174	1200	807.0
10	2019-05-07T11:36:00Z	949.0	18.1	31.3	13.6	276	1200	181	1200	828.0
11	2019-05-07T11:56:00Z	948.9	18.3	31.1	13.6	263	1200	173	1200	789.0
12	2019-05-07T12:16:00Z	948.6	18.8	30.9	13.6	294	1199	178	1200	882.7
13	2019-05-07T12:36:00Z	948.4	19.7	30.7	13.6	272	1200	185	1200	816.0
14	2019-05-07T12:56:00Z	948.3	19.9	30.1	13.6	289	1200	212	1200	867.0
15	2019-05-07T13:16:00Z	948.1	19.9	29.9	13.5	301	1200	189	1200	903.0
16	2019-05-07T13:36:00Z	948.0	20.3	29.8	13.5	300	1200	158	1200	900.0
17	2019-05-07T13:56:00Z	947.7	20.9	29.6	13.5	276	1200	188	1199	828.0
18	2019-05-07T14:16:00Z	947.5	21.7	29.4	13.5	299	1200	190	1200	897.0
19	2019-05-07T14:36:00Z	947.4	22.2	29.3	13.5	288	1200	190	1200	864.0
20	2019-05-07T14:56:00Z	947.4	22.7	29.1	13.5	294	1200	204	1200	882.0
21	2019-05-07T15:16:00Z	947.3	23.1	29.0	13.5	266	1200	188	1200	798.0
22	2019-05-07T15:36:00Z	947.3	23.2	28.8	13.5	296	1200	207	1200	888.0
23	2019-05-07T15:56:00Z	947.2	23.1	28.5	13.5	286	1200	161	1200	858.0
24	2019-05-07T16:16:00Z	947.1	22.7	28.5	13.5	254	1199	224	1200	762.6
25	2019-05-07T16:36:00Z	947.0	22.6	28.4	13.5	290	1200	181	1200	870.0
26	2019-05-07T16:56:00Z	946.9	22.4	28.1	13.5	282	1200	200	1200	846.0
27	2019-05-07T17:16:00Z	946.9	22.2	28.0	13.5	292	1200	197	1200	876.0
28	2019-05-07T17:36:00Z	946.8	21.4	27.8	13.1	309	1200	190	1200	927.0
29	2019-05-07T17:56:00Z	946.8	19.7	27.7	13.0	298	1200	170	1199	894.0
30	2019-05-07T18:16:00Z	946.9	17.8	27.7	13.0	298	1200	207	1200	894.0
31	2019-05-07T18:36:00Z	946.9	15.9	27.7	12.9	289	1200	216	1200	867.0
32	2019-05-07T18:56:00Z	946.8	14.3	27.6	12.9	287	1200	198	1200	861.0
33	2019-05-07T19:16:00Z	947.0	12.8	27.5	12.9	280	1200	199	1200	840.0
34	2019-05-07T19:36:00Z	947.0	11.6	27.3	12.9	283	1200	183	1200	849.0
35	2019-05-07T19:56:00Z	947.2	10.4	27.2	12.8	275	1200	184	1200	825.0
36	2019-05-07T20:16:00Z	947.2	9.4	27.1	12.8	260	1200	207	1200	780.0
37	2019-05-07T20:36:00Z	947.2	8.5	27.0	12.8	257	1200	211	1200	771.0
38	2019-05-07T20:56:00Z	947.3	7.7	26.8	12.8	254	1199	194	1200	762.6
39	2019-05-07T21:16:00Z	947.2	6.9	26.7	12.8	286	1200	200	1200	858.0
40	2019-05-07T21:36:00Z	947.2	6.2	26.6	12.7	274	1200	201	1200	822.0
41	2019-05-07T21:56:00Z	947.1	5.6	26.5	12.7	283	1200	199	1200	849.0
42	2019-05-07T22:16:00Z	947.0	5.0	26.5	12.7	243	1200	226	1200	729.0
43	2019-05-07T22:36:00Z	946.8	4.6	26.6	12.7	242	1200	201	1200	726.0
44	2019-05-07T22:56:00Z	946.8	4.2	26.6	12.7	308	1200	185	1199	924.0
45	2019-05-07T23:16:00Z	946.8	3.9	26.5	12.7	291	1200	197	1200	873.0
46	2019-05-07T23:36:00Z	946.3	3.8	26.7	12.6	298	1200	199	1200	894.0
47	2019-05-07T23:56:00Z	946.1	3.9	26.8	12.6	281	1200	197	1200	843.0
48	2019-05-08T00:16:00Z	945.9	3.8	26.7	12.6	280	1200	211	1200	840.0
49	2019-05-08T00:36:00Z	945.8	3.5	26.6	12.6	312	1200	198	1200	936.0
50	2019-05-08T00:56:00Z	945.6	3.3	26.6	12.6	264	1200	241	1200	792.0
51	2019-05-08T01:16:00Z	945.6	3.2	26.7	12.6	278	1200	184	1200	834.0
52	2019-05-08T01:36:00Z	945.3	3.2	26.7	12.6	313	1200	194	1200	939.0
53	2019-05-08T01:56:00Z	945.1	3.2	26.9	12.6	267	1200	176	1200	801.0
54	2019-05-08T02:16:00Z	945.0	3.3	27.1	12.6	287	1200	183	1200	861.0
55	2019-05-08T02:36:00Z	944.8	3.3	26.9	12.6	302	1200	207	1200	906.0
56	2019-05-08T02:56:00Z	944.6	3.4	26.8	12.6	286	1200	197	1200	858.0
57	2019-05-08T03:16:00Z	944.4	3.5	26.8	12.6	295	1199	189	1200	885.7
58	2019-05-08T03:36:00Z	944.2	3.6	26.8	12.6	269	1200	164	1200	807.0
59	2019-05-08T03:56:00Z	944.1	3.8	26.8	12.6	274	1200	200	1200	822.0
60	2019-05-08T04:16:00Z	944.0	3.8	26.8	12.6	262	1200	205	1200	786.0
61	2019-05-08T04:36:00Z	943.8	4.0	26.8	12.7	295	1200	206	1200	885.0
62	2019-05-08T04:56:00Z	943.6	4.4	26.8	12.7	274	1200	229	1200	822.0
63	2019-05-08T05:16:00Z	943.6	4.8	26.7	12.8	266	1200	198	1199	798.0
64	2019-05-08T05:36:00Z	943.5	5.3	26.8	12.9	282	1200	179	1200	846.0
65	2019-05-08T05:56:00Z	943.3	5.8	26.8	13.1	301	1200	207	1200	903.0
66	2019-05-08T06:16:00Z	943.2	6.5	26.9	13.4	301	1200	173	1200	903.0
67	2019-05-08T06:36:00Z	943.1	7.4	27.0	13.6	277	1200	199	1200	831.0
68	2019-05-08T06:56:00Z	943.0	8.7	27.1	14.3	301	1200	198	1200	903.0
69	2019-05-08T07:16:00Z	942.9	10.3	27.2	14.3	294	1200	200	1200	882.0
70	2019-05-08T07:36:00Z	942.5	12.1	27.4	14.3	314	1200	208	1200	942.0
71	2019-05-08T07:56:00Z	942.2	14.0	27.4	14.2	311	1200	190	1200	933.0
72	2019-05-08T08:16:00Z	942.0	15.2	27.4	14.2	284	1200	192	1200	852.0
73	2019-05-08T08:36:00Z	941.8	15.8	27.4	14.2	281	1200	227	1200	843.0
74	2019-05-08T08:56:00Z	941.5	16.7	27.4	14.1	313	1198	202	1198	940.6
75	2019-05-08T09:16:00Z	941.2	17.2	27.4	14.1	295	1200	199	1200	885.0
76	2019-05-08T09:36:00Z	940.9	17.8	27.5	13.7	269	1200	192	1200	807.0
77	2019-05-08T09:56:00Z	940.5	18.6	27.5	13.6	287	1200	176	1199	861.0
78	2019-05-08T10:16:00Z	940.2	18.9	27.4	13.6	274	1200	225	1200	822.0
79	2019-05-08T10:36:00Z	939.9	19.1	27.5	13.6	294	1200	187	1200	882.0
80	2019-05-08T10:56:00Z	939.5	19.4	27.5	13.6	290	1200	214	1200	870.0
81	2019-05-08T11:16:00Z	939.2	19.7	27.4	13.6	284	1200	218	1200	852.0
82	2019-05-08T11:36:00Z	938.7	19.9	27.4	13.6	272	1200	204	1200	816.0
83	2019-05-08T11:56:00Z	938.2	20.5	27.4	13.6	279	1200	222	1200	837.0
84	2019-05-08T12:16:00Z	937.7	21.2	27.4	13.5	306	1200	213	1200	918.0
85	2019-05-08T12:36:00Z	937.5	21.4	27.2	13.5	302	1200	215	1200	906.0
86	2019-05-08T12:56:00Z	937.0	21.7	27.2	13.5	287	1200	207	1200	861.0
87	2019-05-08T13:16:00Z	936.6	21.7	27.1	13.5	310	1199	227	1200	930.8
88	2019-05-08T13:36:00Z	936.3	21.5	27.0	13.5	301	1200	174	1200	903.0
89	2019-05-08T13:56:00Z	936.2	21.3	27.0	13.5	296	1200	209	1199	888.0
90	2019-05-08T14:16:00Z	936.2	21.2	27.0	13.5	279	1200	214	1200	837.0
91	2019-05-08T14:36:00Z	936.3	21.0	27.0	13.5	286	1200	214	1200	858.0
92	2019-05-08T14:56:00Z	936.5	20.6	27.0	13.5	283	1200	222	1200	849.0
93	2019-05-08T15:16:00Z	936.2	20.3	27.1	13.6	311	1200	215	1200	933.0
94	2019-05-08T15:36:00Z	935.9	20.2	27.1	13.6	281	1200	207	1200	843.0
95	2019-05-08T15:56:00Z	935.2	19.9	27.0	13.6	297	1200	228	1200	891.0
96	2019-05-08T16:16:00Z	935.2	19.5	27.0	13.6	309	1200	197	1200	927.0
97	2019-05-08T16:36:00Z	934.6	19.2	27.0	13.6	327	1200	204	1200	981.0
98	2019-05-08T16:56:00Z	934.8	19.0	26.9	13.6	302	1200	202	1200	906.0
99	2019-05-08T17:16:00Z	934.6	18.9	26.8	13.6	322	1199	236	1200	966.8
100	2019-05-08T17:36:00Z	934.6	18.6	26.8	13.1	280	1200	220	1200	840.0
101	2019-05-08T17:56:00Z	934.9	18.1	26.9	13.1	312	1200	219	1200	936.0
102	2019-05-08T18:16:00Z	935.1	17.6	26.8	13.0	295	1200	230	1199	885.0
103	2019-05-08T18:36:00Z	935.3	17.0	27.1	13.0	316	1200	197	1200	948.0
104	2019-05-08T18:56:00Z	935.7	16.5	27.7	13.0	302	1200	215	1200	906.0
105	2019-05-08T19:16:00Z	935.9	16.1	27.9	12.9	305	1200	204	1200	915.0
106	2019-05-08T19:36:00Z	935.9	15.7	28.7	12.9	294	1200	219	1200	882.0
107	2019-05-08T19:56:00Z	936.3	15.3	29.4	12.9	295	1200	157	1200	885.0
108	2019-05-08T20:16:00Z	936.7	15.1	29.1	12.9	323	1200	204	1200	969.0
109	2019-05-08T20:36:00Z	937.4	14.8	29.3	12.9	277	1200	208	1200	831.0
110	2019-05-08T20:56:00Z	938.1	14.5	29.9	12.9	305	1200	209	1200	915.0
111	2019-05-08T21:16:00Z	938.5	13.9	30.4	12.9	306	1200	209	1200	918.0
112	2019-05-08T21:36:00Z	938.4	13.3	30.4	12.9	306	1200	234	1200	918.0
113	2019-05-08T21:56:00Z	938.3	12.9	29.9	12.9	313	1199	232	1200	939.8
114	2019-05-08T22:16:00Z	937.9	12.3	29.6	12.8	297	1200	207	1200	891.0
115	2019-05-08T22:36:00Z	937.9	12.0	29.6	12.8	299	1200	231	1199	897.0
116	2019-05-08T22:56:00Z	937.9	11.7	30.6	12.8	295	1200	196	1200	885.0
117	2019-05-08T23:16:00Z	937.9	11.4	31.1	12.8	291	1200	194	1200	873.0
118	2019-05-08T23:36:00Z	937.8	11.1	31.5	12.8	293	1200	222	1200	879.0
119	2019-05-08T23:56:00Z	937.5	10.9	31.8	12.8	287	1200	208	1200	861.0
120	2019-05-09T00:16:00Z	937.5	10.6	31.9	12.8	285	1200	204	1200	855.0
121	2019-05-09T00:36:00Z	937.4	10.5	32.5	12.7	322	1200	237	1200	966.0
122	2019-05-09T00:56:00Z	937.3	10.3	32.4	12.7	309	1200	214	1200	927.0
123	2019-05-09T01:16:00Z	937.1	10.2	31.4	12.7	323	1200	195	1200	969.0
124	2019-05-09T01:36:00Z	937.4	10.1	31.1	12.7	293	1200	204	1200	879.0
125	2019-05-09T01:56:00Z	937.5	10.0	30.5	12.7	295	1200	226	1200	885.0
126	2019-05-09T02:16:00Z	937.4	9.7	30.4	12.7	278	1200	191	1200	834.0
127	2019-05-09T02:36:00Z	937.3	9.5	30.3	12.7	278	1200	203	1200	834.0
128	2019-05-09T02:56:00Z	937.2	9.3	30.2	12.7	289	1199	198	1200	867.7
129	2019-05-09T03:16:00Z	937.2	9.0	30.0	12.7	280	1200	220	1200	840.0
130	2019-05-09T03:36:00Z	937.0	8.6	29.7	12.6	288	1200	186	1199	864.0
131	2019-05-09T03:56:00Z	937.1	8.1	29.7	12.6	298	1200	181	1200	894.0
132	2019-05-09T04:16:00Z	937.1	7.7	29.6	12.7	278	1200	205	1200	834.0
133	2019-05-09T04:36:00Z	937.2	7.2	29.2	12.7	306	1200	210	1200	918.0
134	2019-05-09T04:56:00Z	937.3	7.1	29.2	12.8	295	1200	187	1200	885.0
135	2019-05-09T05:16:00Z	937.4	7.2	29.3	13.7	305	1200	194	1200	915.0
136	2019-05-09T05:36:00Z	937.3	8.2	29.7	14.4	297	1200	198	1200	891.0
137	2019-05-09T05:56:00Z	937.3	9.3	29.9	14.3	319	1200	183	1200	957.0
138	2019-05-09T06:16:00Z	937.1	10.7	30.2	14.3	290	1200	199	1200	870.0
139	2019-05-09T06:36:00Z	937.0	12.1	30.4	14.2	285	1200	212	1200	855.0
140	2019-05-09T06:56:00Z	936.9	13.3	30.6	14.2	305	1200	191	1200	915.0
141	2019-05-09T07:16:00Z	936.6	14.7	30.6	14.2	313	1200	189	1200	939.0
142	2019-05-09T07:36:00Z	936.5	15.9	30.8	14.1	322	1200	203	1200	966.0
143	2019-05-09T07:56:00Z	936.4	16.8	30.8	14.1	298	1199	172	1200	894.7
144	2019-05-09T08:16:00Z	936.3	17.8	30.6	13.7	285	1200	213	1199	855.0
145	2019-05-09T08:36:00Z	936.3	18.8	30.5	13.6	314	1200	213	1200	942.0
146	2019-05-09T08:56:00Z	936.0	19.7	30.4	13.6	322	1199	228	1199	966.8
147	2019-05-09T09:16:00Z	935.7	20.3	30.1	13.6	278	1200	214	1200	834.0
148	2019-05-09T09:36:00Z	935.6	21.0	29.8	13.5	310	1200	196	1200	930.0
149	2019-05-09T09:56:00Z	935.6	21.3	29.2	13.5	298	1200	225	1200	894.0
150	2019-05-09T10:16:00Z	935.6	21.4	29.0	13.5	279	1200	185	1200	837.0
151	2019-05-09T10:36:00Z	936.0	21.3	28.7	13.5	294	1200	219	1200	882.0
152	2019-05-09T10:56:00Z	936.5	20.8	28.7	13.5	301	1200	184	1200	903.0
153	2019-05-09T11:16:00Z	936.8	20.4	28.8	13.5	288	1200	224	1200	864.0
154	2019-05-09T11:36:00Z	936.4	20.1	29.0	13.5	272	1200	206	1200	816.0
155	2019-05-09T11:56:00Z	936.3	20.9	29.2	13.5	305	1200	178	1200	915.0
156	2019-05-09T12:16:00Z	936.2	21.2	28.9	13.5	293	1199	201	1200	879.7
157	2019-05-09T12:36:00Z	935.9	21.9	28.8	13.5	293	1200	187	1199	879.0
158	2019-05-09T12:56:00Z	936.0	21.8	28.6	13.5	292	1200	185	1200	876.0
159	2019-05-09T13:16:00Z	935.8	22.1	28.9	13.5	277	1200	210	1200	831.0
160	2019-05-09T13:36:00Z	935.5	22.3	28.8	13.5	310	1200	230	1200	930.0
161	2019-05-09T13:56:00Z	935.7	23.0	28.7	13.5	306	1200	187	1200	918.0
162	2019-05-09T14:16:00Z	936.9	22.2	28.3	13.5	301	1200	216	1200	903.0
163	2019-05-09T14:36:00Z	936.9	20.2	33.5	13.6	276	1200	199	1200	828.0
1	2019-05-09T14:47:22Z	936.8	17.8	40.6	13.6	10	53	15	53	nan
2	2019-05-09T15:06:00Z	936.6	18.3	36.4	13.6	293	1118	173	1117	943.5
3	2019-05-09T15:26:00Z	936.6	19.4	33.6	13.5	309	1199	211	1200	927.8
4	2019-05-09T15:46:00Z	936.4	19.9	32.4	13.6	326	1200	220	1200	978.0
5	2019-05-09T16:06:00Z	936.6	20.3	31.9	13.6	290	1200	219	1200	870.0
6	2019-05-09T16:26:00Z	937.1	20.4	31.4	13.5	286	1200	184	1200	858.0
7	2019-05-09T16:46:00Z	937.1	20.3	30.8	13.5	297	1200	208	1200	891.0
8	2019-05-09T17:06:00Z	937.4	20.1	30.8	13.5	329	1200	216	1200	987.0
9	2019-05-09T17:26:00Z	937.8	20.0	30.8	13.2	296	1200	203	1199	888.0
10	2019-05-09T17:46:00Z	937.9	19.7	30.6	13.1	298	1200	207	1200	894.0
11	2019-05-09T18:06:00Z	938.4	18.7	30.4	13.0	286	1200	212	1200	858.0
12	2019-05-09T18:26:00Z	938.6	17.8	30.6	13.0	277	1200	211	1200	831.0
13	2019-05-09T18:46:00Z	938.9	17.0	30.8	12.9	282	1200	217	1200	846.0
14	2019-05-09T19:06:00Z	939.2	16.4	31.1	12.9	285	1200	213	1200	855.0
15	2019-05-09T19:26:00Z	939.5	15.7	30.7	12.9	294	1200	177	1200	882.0
16	2019-05-09T19:46:00Z	939.9	15.2	31.2	12.9	299	1199	182	1200	897.7
17	2019-05-09T20:06:00Z	940.3	14.9	31.6	12.9	290	1200	207	1200	870.0
18	2019-05-09T20:26:00Z	940.4	14.7	31.7	12.9	275	1200	209	1200	825.0
19	2019-05-09T20:46:00Z	940.8	14.2	31.4	12.9	279	1200	197	1200	837.0
20	2019-05-09T21:06:00Z	941.0	13.9	31.4	12.9	259	1200	209	1200	777.0
21	2019-05-09T21:26:00Z	941.1	13.6	31.4	12.9	302	1200	225	1200	906.0
22	2019-05-09T21:46:00Z	941.2	13.4	31.5	12.8	285	1200	181	1199	855.0
23	2019-05-09T22:06:00Z	941.2	13.1	31.3	12.8	308	1200	216	1200	924.0
24	2019-05-09T22:26:00Z	941.6	12.8	31.8	12.8	266	1200	214	1200	798.0
25	2019-05-09T22:46:00Z	941.6	12.7	32.5	12.8	278	1200	179	1200	834.0
26	2019-05-09T23:06:00Z	941.8	12.7	32.6	12.8	290	1200	223	1200	870.0
27	2019-05-09T23:26:00Z	941.9	12.5	32.2	12.8	292	1200	186	1200	876.0
28	2019-05-09T23:46:00Z	942.1	12.2	31.9	12.8	256	1200	211	1200	768.0
29	2019-05-10T00:06:00Z	942.0	11.9	31.7	12.8	307	1200	215	1200	921.0
30	2019-05-10T00:26:00Z	942.3	11.7	31.6	12.8	307	1199	197	1200	921.8
31	2019-05-10T00:46:00Z	942.4	11.7	32.1	12.7	298	1200	221	1200	894.0
32	2019-05-10T01:06:00Z	942.5	11.7	32.1	12.7	276	1200	173	1200	828.0
33	2019-05-10T01:26:00Z	942.7	11.6	31.7	12.7	271	1200	222	1200	813.0
34	2019-05-10T01:46:00Z	942.8	11.2	31.6	12.7	315	1200	197	1200	945.0
35	2019-05-10T02:06:00Z	942.8	11.0	31.4	12.7	313	1200	190	1200	939.0
36	2019-05-10T02:26:00Z	942.9	10.9	31.4	12.7	293	1200	208	1199	879.0
37	2019-05-10T02:46:00Z	942.9	10.8	31.2	12.6	292	1200	196	1200	876.0
38	2019-05-10T03:06:00Z	942.9	10.6	30.9	12.6	284	1200	200	1200	852.0
39	2019-05-10T03:26:00Z	943.0	10.2	30.8	12.6	273	1200	211	1200	819.0
40	2019-05-10T03:46:00Z	943.1	9.7	30.6	12.6	315	1200	181	1200	945.0
41	2019-05-10T04:06:00Z	943.2	9.3	30.5	12.7	303	1200	187	1200	909.0
42	2019-05-10T04:26:00Z	943.3	9.4	30.5	12.7	322	1200	221	1200	966.0
43	2019-05-10T04:46:00Z	943.5	9.7	30.9	12.7	301	1200	185	1200	903.0
44	2019-05-10T05:06:00Z	943.8	10.2	32.2	12.7	313	1200	201	1200	939.0
45	2019-05-10T05:26:00Z	944.0	10.5	33.2	12.7	328	1199	202	1200	984.8
46	2019-05-10T05:46:00Z	944.1	10.8	33.8	12.7	255	1200	213	1200	765.0
47	2019-05-10T06:06:00Z	944.4	10.9	34.4	12.8	265	1200	174	1200	795.0
48	2019-05-10T06:26:00Z	944.6	10.9	34.8	13.0	260	1200	211	1200	780.0
49	2019-05-10T06:46:00Z	944.6	11.0	34.8	13.1	288	1200	183	1200	864.0
50	2019-05-10T07:06:00Z	944.6	11.3	35.0	13.3	308	1200	209	1200	924.0
51	2019-05-10T07:26:00Z	944.5	11.4	35.4	13.4	272	1200	226	1199	816.0
52	2019-05-10T07:46:00Z	944.9	11.7	35.4	13.6	273	1200	207	1200	819.0
53	2019-05-10T08:06:00Z	945.0	12.4	35.2	14.1	275	1200	182	1200	825.0
54	2019-05-10T08:26:00Z	944.9	13.2	34.9	14.2	264	1200	184	1200	792.0
55	2019-05-10T08:46:00Z	945.0	14.1	34.8	14.2	289	1200	164	1200	867.0
56	2019-05-10T09:06:00Z	944.9	14.7	35.1	14.2	284	1200	187	1200	852.0
57	2019-05-10T09:26:00Z	945.0	15.5	35.0	14.1	236	1200	187	1200	708.0
58	2019-05-10T09:46:00Z	945.0	16.9	34.8	14.1	299	1200	199	1200	897.0
59	2019-05-10T10:06:00Z	945.0	18.0	33.9	14.0	240	1200	180	1200	720.0
60	2019-05-10T10:26:00Z	944.8	18.8	33.7	13.6	307	1199	187	1200	921.8
61	2019-05-10T10:46:00Z	945.0	19.5	33.2	13.6	284	1200	195	1200	852.0
62	2019-05-10T11:06:00Z	944.8	19.2	33.2	13.6	242	1200	183	1200	726.0
63	2019-05-10T11:26:00Z	945.1	19.3	33.5	13.6	301	1200	185	1200	903.0
64	2019-05-10T11:46:00Z	944.9	19.5	33.0	13.6	276	1200	193	1199	828.0
65	2019-05-10T12:06:00Z	944.9	20.0	32.6	13.6	251	1200	179	1200	753.0
66	2019-05-10T12:26:00Z	945.0	20.6	32.2	13.5	264	1200	169	1200	792.0
67	2019-05-10T12:46:00Z	945.4	20.8	31.6	13.5	279	1200	212	1200	837.0
68	2019-05-10T13:06:00Z	945.4	20.6	31.5	13.5	295	1200	206	1200	885.0
69	2019-05-10T13:26:00Z	945.4	20.4	31.3	13.5	275	1200	180	1200	825.0
70	2019-05-10T13:46:00Z	945.2	20.8	31.2	13.5	283	1200	199	1200	849.0
71	2019-05-10T14:06:00Z	945.1	21.2	31.4	13.5	295	1200	191	1200	885.0
72	2019-05-10T14:26:00Z	945.1	22.0	31.0	13.5	274	1200	201	1200	822.0
73	2019-05-10T14:46:00Z	945.0	22.4	30.6	13.5	276	1199	200	1200	828.7
74	2019-05-10T15:06:00Z	945.0	23.2	30.5	13.4	327	1199	182	1199	981.8
75	2019-05-10T15:26:00Z	945.1	23.5	30.3	13.4	281	1201	183	1200	842.3
76	2019-05-10T15:46:00Z	945.0	23.1	30.1	13.5	299	1200	218	1199	897.0
77	2019-05-10T16:06:00Z	944.9	23.3	30.2	13.4	284	1200	199	1200	852.0
78	2019-05-10T16:26:00Z	945.0	23.4	30.0	13.4	265	1200	181	1200	795.0
79	2019-05-10T16:46:00Z	945.1	23.1	29.7	13.4	315	1200	225	1200	945.0
80	2019-05-10T17:06:00Z	945.2	22.8	29.6	13.5	280	1200	210	1200	840.0
81	2019-05-10T17:26:00Z	945.3	22.1	29.6	13.5	265	1200	221	1200	795.0
82	2019-05-10T17:46:00Z	945.0	21.7	29.6	13.2	310	1200	188	1200	930.0
83	2019-05-10T18:06:00Z	945.1	20.9	29.4	13.1	290	1200	210	1200	870.0
84	2019-05-10T18:26:00Z	945.5	19.4	29.6	13.0	261	1200	183	1200	783.0
85	2019-05-10T18:46:00Z	945.8	18.1	29.8	13.0	295	1199	197	1200	885.7
86	2019-05-10T19:06:00Z	946.0	17.2	29.9	12.9	309	1200	170	1200	927.0
87	2019-05-10T19:26:00Z	946.0	16.4	30.2	12.9	268	1200	171	1200	804.0
88	2019-05-10T19:46:00Z	946.2	15.9	30.1	12.9	283	1200	220	1199	849.0
89	2019-05-10T20:06:00Z	946.4	15.3	30.1	12.9	287	1200	205	1200	861.0
90	2019-05-10T20:26:00Z	946.1	14.9	30.1	12.9	244	1200	180	1200	732.0
91	2019-05-10T20:46:00Z	945.8	14.5	30.1	12.9	264	1200	166	1200	792.0
92	2019-05-10T21:06:00Z	945.7	13.9	30.0	12.9	283	1200	199	1200	849.0
93	2019-05-10T21:26:00Z	945.6	13.1	30.0	12.9	290	1200	198	1200	870.0
94	2019-05-10T21:46:00Z	945.7	12.5	30.3	12.9	281	1200	203	1200	843.0
95	2019-05-10T22:06:00Z	945.7	12.3	30.2	12.9	299	1200	211	1200	897.0
96	2019-05-10T22:26:00Z	945.6	12.0	30.2	12.8	295	1200	188	1200	885.0
97	2019-05-10T22:46:00Z	945.7	11.7	30.2	12.8	298	1200	197	1200	894.0
98	2019-05-10T23:06:00Z	945.8	11.6	30.4	12.8	293	1200	213	1200	879.0
99	2019-05-10T23:26:00Z	945.7	11.5	30.2	12.8	281	1199	181	1200	843.7
100	2019-05-10T23:46:00Z	945.7	11.4	30.2	12.8	268	1200	202	1200	804.0
101	2019-05-11T00:06:00Z	945.4	11.3	30.2	12.8	263	1200	192	1200	789.0
102	2019-05-11T00:26:00Z	945.2	11.2	30.4	12.8	293	1200	207	1199	879.0
103	2019-05-11T00:46:00Z	944.9	11.2	30.3	12.8	273	1200	198	1200	819.0
104	2019-05-11T01:06:00Z	944.7	11.1	30.4	12.7	292	1200	199	1200	876.0
105	2019-05-11T01:26:00Z	944.7	11.0	30.4	12.7	295	1200	194	1200	885.0
106	2019-05-11T01:46:00Z	944.2	11.0	30.4	12.7	282	1200	210	1200	846.0
107	2019-05-11T02:06:00Z	944.0	10.9	30.4	12.7	295	1200	178	1200	885.0
108	2019-05-11T02:26:00Z	943.9	10.8	30.3	12.7	285	1200	203	1200	855.0
109	2019-05-11T02:46:00Z	943.9	10.7	30.5	12.7	277	1200	209	1200	831.0
110	2019-05-11T03:06:00Z	943.7	10.6	30.4	12.7	268	1200	198	1200	804.0
111	2019-05-11T03:26:00Z	943.3	10.6	30.6	12.6	287	1200	210	1200	861.0
112	2019-05-11T03:46:00Z	943.1	10.6	30.4	12.6	265	1200	174	1200	795.0
113	2019-05-11T04:06:00Z	943.0	10.6	30.4	12.6	305	1200	210	1200	915.0
114	2019-05-11T04:26:00Z	943.1	10.6	30.3	12.7	285	1199	189	1200	855.7
115	2019-05-11T04:46:00Z	943.6	10.7	30.3	12.6	269	1200	198	1200	807.0
116	2019-05-11T05:06:00Z	943.3	10.8	30.3	12.7	264	1200	204	1200	792.0
117	2019-05-11T05:26:00Z	943.8	11.0	30.4	12.7	297	1200	161	1199	891.0
118	2019-05-11T05:46:00Z	943.4	11.4	30.5	13.0	269	1200	212	1200	807.0
119	2019-05-11T06:06:00Z	943.7	11.8	31.2	13.3	285	1200	199	1200	855.0
120	2019-05-11T06:26:00Z	943.8	12.4	30.9	13.4	294	1200	200	1200	882.0
121	2019-05-11T06:46:00Z	944.1	13.0	30.7	13.5	279	1200	165	1200	837.0
122	2019-05-11T07:06:00Z	943.9	13.9	30.9	14.0	277	1200	165	1200	831.0
123	2019-05-11T07:26:00Z	943.8	15.2	31.3	14.1	279	1200	197	1200	837.0
124	2019-05-11T07:46:00Z	943.8	16.2	32.2	14.0	266	1200	186	1200	798.0
125	2019-05-11T08:06:00Z	943.7	16.6	33.2	14.1	261	1200	209	1200	783.0
126	2019-05-11T08:26:00Z	943.8	17.3	33.3	14.0	279	1200	173	1200	837.0
127	2019-05-11T08:46:00Z	943.7	17.9	33.0	14.0	259	1200	192	1200	777.0
128	2019-05-11T09:06:00Z	943.9	18.5	33.3	14.0	303	1200	205	1200	909.0
129	2019-05-11T09:26:00Z	944.3	19.1	33.3	14.0	262	1199	187	1200	786.7
130	2019-05-11T09:46:00Z	944.2	18.9	33.1	14.0	309	1200	178	1199	927.0
131	2019-05-11T10:06:00Z	944.2	18.8	33.7	13.6	295	1200	157	1200	885.0
132	2019-05-11T10:26:00Z	944.4	18.9	33.8	13.6	282	1200	192	1200	846.0
133	2019-05-11T10:46:00Z	944.3	18.5	33.3	13.6	293	1200	169	1200	879.0
