rec_id	datetime	press1	temp1	relhum1	volt	counts1	nsecs1	counts2	nsecs2	moder_cph_filt
1987	2019-06-06T04:46:00Z	943.3	19.6	36.8	13.0	272	1199	209	1200	816.7
1988	2019-06-06T05:06:00Z	943.5	19.9	36.9	13.4	275	1200	224	1200	825.0
1989	2019-06-06T05:26:00Z	943.8	20.2	37.4	13.2	274	1200	184	1199	822.0
1990	2019-06-06T05:46:00Z	944.2	20.1	37.0	13.1	286	1200	176	1200	858.0
1991	2019-06-06T06:06:00Z	944.5	20.0	36.1	13.2	306	1200	199	1200	918.0
1992	2019-06-06T06:26:00Z	944.6	20.3	36.6	13.5	287	1200	206	1200	861.0
1993	2019-06-06T06:46:00Z	944.8	20.7	36.4	13.5	271	1200	186	1200	813.0
1994	2019-06-06T07:06:00Z	944.9	21.1	36.0	13.5	288	1200	185	1200	864.0
1995	2019-06-06T07:26:00Z	945.0	21.4	36.0	13.4	341	1200	200	1200	1023.0
1996	2019-06-06T07:46:00Z	945.2	21.5	35.7	13.5	288	1200	195	1200	864.0
1997	2019-06-06T08:06:00Z	945.3	21.6	35.3	13.6	300	1200	209	1200	900.0
1998	2019-06-06T08:26:00Z	945.4	21.7	36.2	13.9	283	1200	194	1200	849.0
1999	2019-06-06T08:46:00Z	945.4	22.2	35.5	13.9	261	1199	200	1200	783.7
2000	2019-06-06T09:06:00Z	945.5	22.7	35.1	13.9	294	1200	183	1200	882.0
2001	2019-06-06T09:26:00Z	945.6	23.8	34.8	13.8	306	1200	182	1200	918.0
2002	2019-06-06T09:46:00Z	945.7	24.2	34.5	13.8	252	1200	196	1199	756.0
2003	2019-06-06T10:06:00Z	945.7	24.1	34.3	13.8	312	1200	168	1200	936.0
2004	2019-06-06T10:26:00Z	945.7	23.8	34.1	13.8	299	1200	173	1200	897.0
2005	2019-06-06T10:46:00Z	945.7	23.6	34.1	13.4	268	1200	200	1200	804.0
2006	2019-06-06T11:06:00Z	945.8	23.8	33.9	13.4	291	1200	221	1200	873.0
2007	2019-06-06T11:26:00Z	945.8	23.8	33.9	13.4	290	1200	189	1200	870.0
2008	2019-06-06T11:46:00Z	945.8	23.5	34.0	13.4	298	1200	168	1200	894.0
2009	2019-06-06T12:06:00Z	945.9	23.3	34.1	13.4	298	1200	183	1200	894.0
2010	2019-06-06T12:26:00Z	946.0	23.2	34.1	13.4	297	1200	182	1200	891.0
2011	2019-06-06T12:46:00Z	946.0	22.8	34.1	13.4	280	1200	196	1200	840.0
2012	2019-06-06T13:06:00Z	945.9	22.5	34.2	13.4	290	1199	172	1200	870.7
2013	2019-06-06T13:26:00Z	945.9	22.6	34.1	13.4	300	1200	195	1199	900.0
2014	2019-06-06T13:46:00Z	945.9	22.6	34.0	13.5	285	1200	175	1200	855.0
2015	2019-06-06T14:06:00Z	946.1	22.3	34.0	13.2	309	1200	174	1200	927.0
2016	2019-06-06T14:26:00Z	946.4	21.8	34.1	13.1	275	1200	199	1200	825.0
2017	2019-06-06T14:46:00Z	946.6	21.3	34.4	13.1	250	1200	173	1200	750.0
2018	2019-06-06T15:06:00Z	946.9	20.7	34.9	13.0	267	1199	187	1198	801.7
2019	2019-06-06T15:26:00Z	947.1	20.0	34.8	13.0	281	1201	203	1200	842.3
2020	2019-06-06T15:46:00Z	947.2	19.2	34.9	13.0	296	1200	192	1200	888.0
2021	2019-06-06T16:06:00Z	947.2	18.6	34.8	13.0	310	1200	182	1200	930.0
2022	2019-06-06T16:26:00Z	947.8	18.1	34.8	13.0	276	1200	203	1200	828.0
2023	2019-06-06T16:46:00Z	948.1	17.5	34.7	13.0	280	1200	187	1200	840.0
2024	2019-06-06T17:06:00Z	948.5	17.1	34.5	13.0	289	1199	201	1200	867.7
2025	2019-06-06T17:26:00Z	948.7	16.8	34.3	12.9	287	1200	175	1200	861.0
2026	2019-06-06T17:46:00Z	949.2	16.5	34.4	12.9	261	1200	189	1199	783.0
2027	2019-06-06T18:06:00Z	949.4	16.2	34.4	12.9	294	1200	163	1200	882.0
2028	2019-06-06T18:26:00Z	949.4	16.0	34.4	12.9	280	1200	164	1200	840.0
2029	2019-06-06T18:46:00Z	949.6	15.8	34.5	12.9	282	1200	171	1200	846.0
2030	2019-06-06T19:06:00Z	949.8	15.7	34.9	12.9	252	1200	190	1200	756.0
2031	2019-06-06T19:26:00Z	949.8	15.5	35.0	12.9	265	1200	189	1200	795.0
2032	2019-06-06T19:46:00Z	949.6	15.4	34.7	12.8	251	1200	191	1200	753.0
2033	2019-06-06T20:06:00Z	949.5	15.0	34.6	12.8	279	1200	182	1200	837.0
2034	2019-06-06T20:26:00Z	949.5	14.6	34.6	12.8	253	1200	190	1200	759.0
2035	2019-06-06T20:46:00Z	949.5	14.4	34.6	12.8	280	1200	189	1200	840.0
2036	2019-06-06T21:06:00Z	949.6	14.3	34.7	12.8	281	1200	169	1200	843.0
2037	2019-06-06T21:26:00Z	949.6	14.2	34.7	12.8	267	1200	181	1200	801.0
2038	2019-06-06T21:46:00Z	949.5	14.1	34.8	12.8	280	1199	180	1200	840.7
2039	2019-06-06T22:06:00Z	949.6	14.1	34.9	12.8	260	1200	193	1199	780.0
2040	2019-06-06T22:26:00Z	949.6	14.0	34.9	12.8	273	1200	190	1200	819.0
2041	2019-06-06T22:46:00Z	949.5	14.0	35.0	12.7	304	1200	223	1200	912.0
2042	2019-06-06T23:06:00Z	949.3	13.9	34.9	12.7	298	1200	186	1200	894.0
2043	2019-06-06T23:26:00Z	949.1	13.9	34.9	12.7	275	1200	180	1200	825.0
2044	2019-06-06T23:46:00Z	948.8	13.6	34.8	12.7	288	1200	202	1200	864.0
2045	2019-06-07T00:06:00Z	948.8	13.2	34.8	12.7	276	1200	175	1200	828.0
2046	2019-06-07T00:26:00Z	948.6	12.9	34.8	12.7	260	1200	201	1200	780.0
2047	2019-06-07T00:46:00Z	948.4	12.6	34.9	12.7	296	1200	176	1200	888.0
2048	2019-06-07T01:06:00Z	948.1	12.2	34.9	12.7	289	1200	195	1200	867.0
2049	2019-06-07T01:26:00Z	948.1	11.8	35.3	12.6	284	1200	186	1200	852.0
2050	2019-06-07T01:46:00Z	947.8	11.5	35.3	12.6	269	1200	199	1200	807.0
2051	2019-06-07T02:06:00Z	947.7	11.0	35.3	12.6	293	1200	187	1200	879.0
2052	2019-06-07T02:26:00Z	947.6	10.8	35.3	12.6	312	1200	172	1200	936.0
2053	2019-06-07T02:46:00Z	947.3	10.4	35.4	12.6	295	1199	197	1199	885.7
2054	2019-06-07T03:06:00Z	947.2	10.2	35.4	12.6	278	1200	179	1200	834.0
2055	2019-06-07T03:26:00Z	947.1	10.0	35.5	12.6	290	1200	201	1200	870.0
2056	2019-06-07T03:46:00Z	947.1	9.9	35.6	12.7	301	1200	185	1200	903.0
2057	2019-06-07T04:06:00Z	947.2	10.0	35.7	12.7	302	1200	186	1200	906.0
2058	2019-06-07T04:26:00Z	947.2	10.3	35.7	12.8	260	1200	176	1200	780.0
2059	2019-06-07T04:46:00Z	947.2	10.9	35.7	13.2	274	1200	196	1200	822.0
2060	2019-06-07T05:06:00Z	947.4	12.0	35.7	13.5	307	1200	184	1200	921.0
2061	2019-06-07T05:26:00Z	947.2	13.3	35.4	13.8	293	1200	203	1200	879.0
2062	2019-06-07T05:46:00Z	947.0	14.6	35.2	14.1	288	1200	190	1200	864.0
2063	2019-06-07T06:06:00Z	946.9	15.8	35.1	14.1	288	1200	195	1200	864.0
2064	2019-06-07T06:26:00Z	946.6	17.1	34.8	14.0	292	1200	206	1200	876.0
2065	2019-06-07T06:46:00Z	946.5	18.3	34.4	14.0	261	1200	215	1200	783.0
2066	2019-06-07T07:06:00Z	946.3	19.2	34.2	14.0	296	1200	188	1200	888.0
2067	2019-06-07T07:26:00Z	946.2	20.2	34.3	14.0	303	1199	205	1199	909.8
2068	2019-06-07T07:46:00Z	945.9	20.9	34.1	13.9	296	1200	199	1200	888.0
2069	2019-06-07T08:06:00Z	945.6	21.7	34.1	13.9	272	1200	197	1200	816.0
2070	2019-06-07T08:26:00Z	945.4	22.6	34.0	13.9	275	1200	172	1200	825.0
2071	2019-06-07T08:46:00Z	945.2	23.4	34.1	13.5	293	1200	204	1200	879.0
2072	2019-06-07T09:06:00Z	945.0	24.1	34.1	13.4	293	1200	192	1200	879.0
2073	2019-06-07T09:26:00Z	944.8	24.9	34.3	13.4	281	1200	196	1200	843.0
2074	2019-06-07T09:46:00Z	944.6	25.6	34.5	13.4	262	1200	178	1200	786.0
2075	2019-06-07T10:06:00Z	944.3	26.2	34.7	13.4	316	1200	222	1200	948.0
2076	2019-06-07T10:26:00Z	944.1	26.7	34.8	13.3	320	1200	186	1200	960.0
2077	2019-06-07T10:46:00Z	944.0	27.1	35.2	13.3	302	1200	212	1200	906.0
2078	2019-06-07T11:06:00Z	943.8	27.4	35.2	13.3	300	1200	219	1200	900.0
2079	2019-06-07T11:26:00Z	943.7	27.8	35.1	13.3	311	1199	194	1199	933.8
2080	2019-06-07T11:46:00Z	943.5	28.2	35.3	13.3	285	1200	236	1200	855.0
2081	2019-06-07T12:06:00Z	943.3	28.7	35.7	13.3	286	1200	205	1200	858.0
2082	2019-06-07T12:26:00Z	943.0	29.3	35.9	13.2	294	1200	210	1200	882.0
2083	2019-06-07T12:46:00Z	942.9	29.9	36.1	13.2	315	1200	199	1200	945.0
2084	2019-06-07T13:06:00Z	942.7	30.6	36.2	13.2	302	1200	201	1200	906.0
2085	2019-06-07T13:26:00Z	942.5	31.1	36.3	13.2	292	1200	194	1200	876.0
2086	2019-06-07T13:46:00Z	942.3	31.6	36.5	13.2	310	1200	186	1200	930.0
2087	2019-06-07T14:06:00Z	942.0	32.0	36.5	13.2	281	1200	192	1200	843.0
2088	2019-06-07T14:26:00Z	941.8	32.5	36.6	13.2	334	1200	198	1200	1002.0
2089	2019-06-07T14:46:00Z	941.8	32.9	36.4	13.1	288	1200	205	1200	864.0
2090	2019-06-07T15:06:00Z	941.7	33.1	36.4	13.1	320	1199	195	1198	960.8
2091	2019-06-07T15:26:00Z	941.7	33.3	36.5	13.1	288	1200	194	1200	864.0
2092	2019-06-07T15:46:00Z	941.7	33.5	36.4	13.1	282	1200	207	1200	846.0
2093	2019-06-07T16:06:00Z	941.6	33.5	36.4	13.1	305	1200	211	1200	915.0
2094	2019-06-07T16:26:00Z	941.8	33.5	36.3	13.1	295	1200	234	1200	885.0
2095	2019-06-07T16:46:00Z	941.8	33.6	36.2	13.1	307	1200	188	1200	921.0
2096	2019-06-07T17:06:00Z	942.1	33.7	35.9	13.1	316	1200	215	1200	948.0
2097	2019-06-07T17:26:00Z	942.3	33.6	35.7	13.1	306	1200	194	1200	918.0
2098	2019-06-07T17:46:00Z	942.4	33.5	35.4	13.1	283	1200	206	1200	849.0
2099	2019-06-07T18:06:00Z	942.6	33.2	35.2	13.1	276	1200	194	1200	828.0
2100	2019-06-07T18:26:00Z	943.0	32.1	35.1	13.0	293	1200	179	1200	879.0
2101	2019-06-07T18:46:00Z	943.3	30.2	35.2	13.0	264	1200	180	1200	792.0
2102	2019-06-07T19:06:00Z	944.0	28.4	35.4	12.9	285	1200	202	1199	855.0
2103	2019-06-07T19:26:00Z	944.8	27.4	35.5	12.9	314	1200	195	1200	942.0
2104	2019-06-07T19:46:00Z	945.3	26.7	35.3	12.9	281	1199	189	1200	843.7
2105	2019-06-07T20:06:00Z	946.0	26.0	35.2	12.9	277	1200	188	1200	831.0
2106	2019-06-07T20:26:00Z	946.5	25.6	35.3	12.9	297	1200	223	1200	891.0
2107	2019-06-07T20:46:00Z	947.2	25.1	35.5	12.9	274	1200	201	1200	822.0
2108	2019-06-07T21:06:00Z	948.4	24.7	35.6	12.9	270	1200	195	1200	810.0
2109	2019-06-07T21:26:00Z	949.6	23.9	35.3	12.9	279	1200	212	1200	837.0
2110	2019-06-07T21:46:00Z	950.2	23.0	35.1	12.9	284	1200	181	1200	852.0
2111	2019-06-07T22:06:00Z	950.8	22.2	35.0	12.9	315	1200	180	1200	945.0
2112	2019-06-07T22:26:00Z	951.3	21.6	35.0	12.8	281	1200	163	1200	843.0
2113	2019-06-07T22:46:00Z	951.8	21.0	34.8	12.8	265	1200	159	1200	795.0
2114	2019-06-07T23:06:00Z	952.1	20.5	35.1	12.8	294	1200	170	1199	882.0
2115	2019-06-07T23:26:00Z	952.5	20.1	34.7	12.8	273	1200	189	1200	819.0
2116	2019-06-07T23:46:00Z	952.7	19.6	34.7	12.8	272	1199	191	1200	816.7
2117	2019-06-08T00:06:00Z	952.8	19.3	34.7	12.8	276	1200	200	1200	828.0
2118	2019-06-08T00:26:00Z	953.1	18.9	34.8	12.8	252	1200	186	1200	756.0
2119	2019-06-08T00:46:00Z	953.1	18.5	34.9	12.8	280	1200	180	1200	840.0
2120	2019-06-08T01:06:00Z	953.3	18.2	34.8	12.8	275	1200	176	1200	825.0
2121	2019-06-08T01:26:00Z	953.5	17.9	34.9	12.8	306	1200	188	1200	918.0
2122	2019-06-08T01:46:00Z	953.7	17.7	34.6	12.8	292	1200	191	1200	876.0
2123	2019-06-08T02:06:00Z	953.9	17.4	34.5	12.7	287	1200	206	1200	861.0
2124	2019-06-08T02:26:00Z	954.0	17.1	34.4	12.7	284	1200	183	1200	852.0
2125	2019-06-08T02:46:00Z	954.2	16.9	34.4	12.7	295	1200	185	1200	885.0
2126	2019-06-08T03:06:00Z	954.3	16.8	34.4	12.7	267	1200	171	1199	801.0
2127	2019-06-08T03:26:00Z	954.4	16.6	34.4	12.7	305	1200	194	1200	915.0
2128	2019-06-08T03:46:00Z	954.7	16.5	34.5	12.7	276	1200	165	1200	828.0
2129	2019-06-08T04:06:00Z	954.9	16.5	34.5	12.7	294	1199	201	1200	882.7
2130	2019-06-08T04:26:00Z	955.1	16.3	34.4	12.7	271	1200	193	1200	813.0
2131	2019-06-08T04:46:00Z	955.3	16.2	34.4	12.7	294	1200	202	1200	882.0
2132	2019-06-08T05:06:00Z	955.5	16.2	34.4	12.7	302	1200	177	1200	906.0
2133	2019-06-08T05:26:00Z	955.8	16.2	34.4	12.7	301	1200	178	1200	903.0
2134	2019-06-08T05:46:00Z	956.1	16.2	34.3	12.7	266	1200	186	1200	798.0
2135	2019-06-08T06:06:00Z	956.4	16.2	34.3	12.8	269	1200	180	1200	807.0
2136	2019-06-08T06:26:00Z	956.6	16.4	34.4	12.9	293	1200	184	1200	879.0
2137	2019-06-08T06:46:00Z	956.9	16.6	34.9	13.0	296	1200	170	1200	888.0
2138	2019-06-08T07:06:00Z	957.0	16.8	35.1	13.3	265	1200	156	1200	795.0
2139	2019-06-08T07:26:00Z	957.2	17.2	35.1	13.3	276	1200	177	1199	828.0
2140	2019-06-08T07:46:00Z	957.1	17.3	35.3	13.4	262	1200	174	1200	786.0
2141	2019-06-08T08:06:00Z	957.1	17.7	35.2	13.6	283	1200	179	1200	849.0
2142	2019-06-08T08:26:00Z	957.3	18.1	35.5	13.6	287	1200	188	1200	861.0
2143	2019-06-08T08:46:00Z	957.4	18.4	35.2	13.6	287	1199	194	1200	861.7
2144	2019-06-08T09:06:00Z	957.5	18.8	35.0	13.9	262	1200	174	1200	786.0
2145	2019-06-08T09:26:00Z	957.6	19.3	34.6	14.0	274	1200	212	1200	822.0
2146	2019-06-08T09:46:00Z	957.7	20.0	34.4	14.0	274	1200	188	1200	822.0
2147	2019-06-08T10:06:00Z	957.6	20.5	34.4	13.9	273	1200	201	1200	819.0
2148	2019-06-08T10:26:00Z	957.5	21.4	34.3	13.9	237	1200	152	1200	711.0
2149	2019-06-08T10:46:00Z	957.6	21.8	34.0	13.9	312	1200	183	1200	936.0
2150	2019-06-08T11:06:00Z	957.4	22.5	33.7	13.5	278	1200	203	1200	834.0
2151	2019-06-08T11:26:00Z	957.3	23.1	33.6	13.5	286	1200	190	1200	858.0
2152	2019-06-08T11:46:00Z	957.1	23.6	33.6	13.4	278	1200	189	1199	834.0
2153	2019-06-08T12:06:00Z	957.1	24.0	33.7	13.4	270	1200	183	1200	810.0
2154	2019-06-08T12:26:00Z	956.9	24.8	34.0	13.4	310	1200	173	1200	930.0
2155	2019-06-08T12:46:00Z	956.7	25.5	34.2	13.4	277	1199	166	1200	831.7
2156	2019-06-08T13:06:00Z	956.7	25.7	34.5	13.4	266	1200	177	1200	798.0
2157	2019-06-08T13:26:00Z	956.8	25.9	34.7	13.4	262	1200	215	1200	786.0
2158	2019-06-08T13:46:00Z	956.8	26.3	35.0	13.3	258	1200	178	1200	774.0
2159	2019-06-08T14:06:00Z	956.7	26.7	35.1	13.3	262	1200	180	1200	786.0
2160	2019-06-08T14:26:00Z	956.7	27.3	35.3	13.3	279	1200	181	1200	837.0
2161	2019-06-08T14:46:00Z	956.5	27.8	35.4	13.3	288	1200	176	1200	864.0
2162	2019-06-08T15:06:00Z	956.4	28.0	35.4	13.3	264	1199	185	1199	792.7
2163	2019-06-08T15:26:00Z	956.3	27.9	35.4	13.3	278	1201	179	1199	833.3
2164	2019-06-08T15:46:00Z	956.2	28.1	35.4	13.3	240	1200	176	1200	720.0
2165	2019-06-08T16:06:00Z	956.1	28.3	35.5	13.3	271	1200	173	1200	813.0
2166	2019-06-08T16:26:00Z	956.1	28.5	35.5	13.3	279	1200	157	1200	837.0
2167	2019-06-08T16:46:00Z	956.0	28.8	35.3	13.3	281	1199	186	1200	843.7
2168	2019-06-08T17:06:00Z	956.0	29.2	35.2	13.3	252	1200	157	1200	756.0
2169	2019-06-08T17:26:00Z	956.0	29.3	34.9	13.3	278	1200	168	1200	834.0
2170	2019-06-08T17:46:00Z	956.0	28.9	34.6	13.2	282	1200	176	1200	846.0
2171	2019-06-08T18:06:00Z	955.9	28.2	34.4	13.1	269	1200	190	1200	807.0
2172	2019-06-08T18:26:00Z	956.0	27.1	34.3	13.1	289	1200	176	1200	867.0
2173	2019-06-08T18:46:00Z	955.9	25.1	34.4	13.0	294	1200	173	1200	882.0
2174	2019-06-08T19:06:00Z	956.0	23.3	34.4	13.0	277	1200	174	1200	831.0
2175	2019-06-08T19:26:00Z	956.2	21.7	34.3	12.9	281	1200	185	1199	843.0
2176	2019-06-08T19:46:00Z	956.5	20.3	34.2	12.9	272	1200	172	1200	816.0
2177	2019-06-08T20:06:00Z	956.7	19.0	34.0	12.9	324	1200	179	1200	972.0
2178	2019-06-08T20:26:00Z	956.7	18.0	33.9	12.9	291	1200	180	1200	873.0
2179	2019-06-08T20:46:00Z	956.7	16.9	33.7	12.9	273	1200	157	1200	819.0
2180	2019-06-08T21:06:00Z	956.8	16.1	33.6	12.9	283	1199	186	1200	849.7
2181	2019-06-08T21:26:00Z	956.7	15.3	33.6	12.9	300	1200	184	1200	900.0
2182	2019-06-08T21:46:00Z	956.8	14.6	33.7	12.9	290	1200	183	1200	870.0
2183	2019-06-08T22:06:00Z	956.8	14.1	33.9	12.9	279	1200	163	1200	837.0
2184	2019-06-08T22:26:00Z	956.8	13.7	34.2	12.9	260	1200	182	1200	780.0
2185	2019-06-08T22:46:00Z	956.8	13.6	34.6	12.8	259	1200	182	1200	777.0
2186	2019-06-08T23:06:00Z	956.8	13.6	34.9	12.8	271	1200	159	1200	813.0
2187	2019-06-08T23:26:00Z	956.7	13.4	35.1	12.8	260	1200	186	1200	780.0
2188	2019-06-08T23:46:00Z	956.7	13.0	35.2	12.8	265	1200	178	1199	795.0
2189	2019-06-09T00:06:00Z	956.6	12.6	35.2	12.8	291	1200	186	1200	873.0
2190	2019-06-09T00:26:00Z	956.5	12.1	35.4	12.8	247	1200	174	1200	741.0
2191	2019-06-09T00:46:00Z	956.6	11.6	35.3	12.8	228	1200	207	1200	684.0
2192	2019-06-09T01:06:00Z	956.6	11.1	35.4	12.8	283	1200	184	1200	849.0
2193	2019-06-09T01:26:00Z	956.6	10.8	35.4	12.8	300	1200	186	1200	900.0
2194	2019-06-09T01:46:00Z	956.6	10.4	35.5	12.8	285	1199	183	1200	855.7
2195	2019-06-09T02:06:00Z	956.5	10.0	35.6	12.7	251	1200	179	1200	753.0
2196	2019-06-09T02:26:00Z	956.4	9.7	35.8	12.7	260	1200	175	1200	780.0
2197	2019-06-09T02:46:00Z	956.2	9.4	35.9	12.7	267	1200	177	1200	801.0
2198	2019-06-09T03:06:00Z	956.1	9.2	36.0	12.7	263	1200	181	1200	789.0
2199	2019-06-09T03:26:00Z	956.1	8.9	36.0	12.7	256	1200	200	1200	768.0
2200	2019-06-09T03:46:00Z	956.3	8.8	36.1	12.7	309	1200	202	1200	927.0
2201	2019-06-09T04:06:00Z	956.3	9.0	36.1	12.8	282	1200	162	1200	846.0
2202	2019-06-09T04:26:00Z	956.2	9.8	36.0	12.9	256	1200	169	1200	768.0
2203	2019-06-09T04:46:00Z	956.0	11.0	35.9	13.3	271	1200	184	1199	813.0
2204	2019-06-09T05:06:00Z	955.8	12.5	35.6	13.7	290	1200	188	1200	870.0
2205	2019-06-09T05:26:00Z	955.7	13.9	35.3	13.9	262	1200	198	1200	786.0
2206	2019-06-09T05:46:00Z	955.5	15.5	34.9	14.1	286	1200	169	1200	858.0
2207	2019-06-09T06:06:00Z	955.4	16.8	34.4	14.1	289	1200	184	1200	867.0
2208	2019-06-09T06:26:00Z	955.2	18.1	34.2	14.1	270	1200	173	1200	810.0
2209	2019-06-09T06:46:00Z	954.9	19.3	33.9	14.0	260	1199	165	1200	780.7
2210	2019-06-09T07:06:00Z	954.7	20.6	33.6	13.9	247	1200	185	1200	741.0
2211	2019-06-09T07:26:00Z	954.5	21.8	33.3	13.9	285	1200	202	1200	855.0
2212	2019-06-09T07:46:00Z	954.5	22.9	33.2	13.9	279	1200	177	1200	837.0
2213	2019-06-09T08:06:00Z	954.4	23.7	33.3	13.5	315	1200	183	1200	945.0
2214	2019-06-09T08:26:00Z	954.3	24.2	33.5	13.4	257	1200	168	1200	771.0
2215	2019-06-09T08:46:00Z	954.4	24.9	33.8	13.4	281	1200	196	1199	843.0
2216	2019-06-09T09:06:00Z	954.4	25.6	33.9	13.4	310	1200	180	1200	930.0
2217	2019-06-09T09:26:00Z	954.4	26.2	34.1	13.4	262	1200	191	1200	786.0
2218	2019-06-09T09:46:00Z	954.2	26.8	34.2	13.3	285	1200	171	1200	855.0
2219	2019-06-09T10:06:00Z	953.9	27.2	34.0	13.3	271	1200	187	1200	813.0
2220	2019-06-09T10:26:00Z	953.6	27.4	33.9	13.3	259	1200	171	1200	777.0
2221	2019-06-09T10:46:00Z	953.1	27.9	34.0	13.3	303	1199	201	1200	909.8
2222	2019-06-09T11:06:00Z	953.0	28.1	33.9	13.3	275	1200	201	1200	825.0
2223	2019-06-09T11:26:00Z	953.1	28.1	34.1	13.3	284	1200	183	1200	852.0
2224	2019-06-09T11:46:00Z	953.1	28.7	34.1	13.3	260	1200	167	1200	780.0
2225	2019-06-09T12:06:00Z	953.0	29.3	34.2	13.3	268	1200	175	1200	804.0
2226	2019-06-09T12:26:00Z	952.7	29.8	34.2	13.2	263	1200	186	1200	789.0
2227	2019-06-09T12:46:00Z	952.7	30.1	34.3	13.2	310	1200	179	1199	930.0
2228	2019-06-09T13:06:00Z	952.5	30.7	34.5	13.2	255	1200	196	1200	765.0
2229	2019-06-09T13:26:00Z	952.5	31.6	34.9	13.2	265	1200	204	1200	795.0
2230	2019-06-09T13:46:00Z	952.5	32.4	35.2	13.2	299	1200	207	1200	897.0
2231	2019-06-09T14:06:00Z	952.5	32.6	35.3	13.2	275	1200	172	1200	825.0
2232	2019-06-09T14:26:00Z	952.4	32.3	35.1	13.2	295	1200	196	1200	885.0
2233	2019-06-09T14:46:00Z	952.5	31.3	35.2	13.2	306	1199	180	1200	918.8
2234	2019-06-09T15:06:00Z	952.6	30.7	35.2	13.2	278	1199	175	1198	834.7
2235	2019-06-09T15:26:00Z	952.7	29.7	35.1	13.2	286	1201	187	1200	857.3
2236	2019-06-09T15:46:00Z	952.9	28.8	35.0	13.3	279	1200	187	1200	837.0
2237	2019-06-09T16:06:00Z	953.0	28.0	35.0	13.3	285	1200	200	1200	855.0
2238	2019-06-09T16:26:00Z	953.1	27.2	35.0	13.3	291	1200	176	1200	873.0
2239	2019-06-09T16:46:00Z	952.8	26.6	35.0	13.3	241	1200	171	1199	723.0
2240	2019-06-09T17:06:00Z	952.9	25.9	35.1	13.4	314	1200	188	1200	942.0
2241	2019-06-09T17:26:00Z	952.8	25.2	35.1	13.1	298	1200	185	1200	894.0
2242	2019-06-09T17:46:00Z	952.7	24.6	34.8	13.0	278	1200	175	1200	834.0
2243	2019-06-09T18:06:00Z	952.2	23.9	34.6	13.0	283	1200	172	1200	849.0
2244	2019-06-09T18:26:00Z	952.1	23.5	34.5	13.0	277	1200	176	1200	831.0
2245	2019-06-09T18:46:00Z	952.1	22.9	34.4	13.0	314	1200	189	1200	942.0
2246	2019-06-09T19:06:00Z	951.8	22.2	34.4	12.9	290	1199	190	1200	870.7
2247	2019-06-09T19:26:00Z	952.9	21.5	34.7	12.9	261	1200	192	1200	783.0
2248	2019-06-09T19:46:00Z	953.2	21.1	35.5	12.9	268	1200	168	1200	804.0
2249	2019-06-09T20:06:00Z	951.4	20.6	34.9	12.9	278	1200	200	1200	834.0
2250	2019-06-09T20:26:00Z	951.5	20.0	34.6	12.9	306	1200	189	1200	918.0
2251	2019-06-09T20:46:00Z	951.5	19.4	34.5	12.9	267	1200	178	1199	801.0
2252	2019-06-09T21:06:00Z	951.6	18.9	34.6	12.9	282	1200	182	1200	846.0
2253	2019-06-09T21:26:00Z	951.2	18.5	34.4	12.9	272	1200	207	1200	816.0
2254	2019-06-09T21:46:00Z	951.0	18.0	34.3	12.8	229	1200	193	1200	687.0
2255	2019-06-09T22:06:00Z	950.9	17.4	34.2	12.8	300	1200	182	1200	900.0
2256	2019-06-09T22:26:00Z	950.6	16.8	34.0	12.8	280	1200	205	1200	840.0
2257	2019-06-09T22:46:00Z	950.5	16.4	34.1	12.8	308	1200	197	1200	924.0
2258	2019-06-09T23:06:00Z	950.3	16.0	34.0	12.8	285	1200	181	1200	855.0
2259	2019-06-09T23:26:00Z	950.1	15.6	34.1	12.8	284	1199	187	1200	852.7
2260	2019-06-09T23:46:00Z	950.1	15.3	34.1	12.8	258	1200	163	1200	774.0
2261	2019-06-10T00:06:00Z	949.8	15.1	34.2	12.8	284	1200	178	1200	852.0
2262	2019-06-10T00:26:00Z	949.5	15.0	34.4	12.8	291	1200	174	1200	873.0
2263	2019-06-10T00:46:00Z	949.6	14.9	34.6	12.8	298	1200	208	1200	894.0
2264	2019-06-10T01:06:00Z	949.7	14.8	34.8	12.7	262	1200	184	1199	786.0
2265	2019-06-10T01:26:00Z	948.9	14.9	35.2	12.7	284	1200	195	1200	852.0
2266	2019-06-10T01:46:00Z	949.1	14.9	35.2	12.7	248	1200	194	1200	744.0
2267	2019-06-10T02:06:00Z	949.7	15.0	38.2	12.7	266	1200	164	1200	798.0
2268	2019-06-10T02:26:00Z	950.4	15.3	39.9	12.7	255	1200	184	1200	765.0
2269	2019-06-10T02:46:00Z	948.8	15.4	41.1	12.7	278	1200	169	1200	834.0
2270	2019-06-10T03:06:00Z	948.7	15.5	39.9	12.7	304	1200	202	1200	912.0
2271	2019-06-10T03:26:00Z	948.9	15.5	39.2	12.7	296	1200	177	1200	888.0
2272	2019-06-10T03:46:00Z	948.9	15.6	40.0	12.7	316	1199	196	1200	948.8
2273	2019-06-10T04:06:00Z	948.7	15.6	38.7	12.7	271	1200	191	1200	813.0
2274	2019-06-10T04:26:00Z	948.2	15.7	37.9	12.7	279	1200	171	1200	837.0
2275	2019-06-10T04:46:00Z	948.2	15.8	37.4	12.7	262	1200	203	1200	786.0
2276	2019-06-10T05:06:00Z	948.3	15.9	37.4	12.8	279	1200	182	1200	837.0
